Datetime,Time (abs/ms),Time (rel/ms),Date,Time,Type,No.,1:F,1:Fm',1:PAR,1:Y (II),1:ETR,1:Fo,1:Fm,1:Fv/Fm,specimen_ID,notes
6/30/21 17:31,1.63E+12,5732733,6/30/21,17:31:37,FO,297,102,261,0,0.609,0,102,261,0.609,20210630-MOHK-023,
6/30/21 17:31,1.63E+12,5743039,6/30/21,17:31:47,FO,298,94,318,0,0.704,0,94,318,0.704,20210630-MOHK-023,
6/30/21 17:31,1.63E+12,5751660,6/30/21,17:31:56,FO,299,104,370,0,0.719,0,104,370,0.719,20210630-MOHK-023,
6/30/21 17:32,1.63E+12,5762270,6/30/21,17:32:06,FO,300,123,362,0,0.66,0,123,362,0.66,20210630-MOHK-023,
6/30/21 17:32,1.63E+12,5771419,6/30/21,17:32:16,FO,301,77,282,0,0.727,0,77,282,0.727,20210630-MOHK-023,
6/30/21 17:32,1.63E+12,5782647,6/30/21,17:32:27,FO,302,89,277,0,0.679,0,89,277,0.679,20210630-MOHK-023,
6/30/21 17:32,1.63E+12,5791276,6/30/21,17:32:35,FO,303,92,280,0,0.671,0,92,280,0.671,20210630-MOHK-023,
6/30/21 17:32,1.63E+12,5797619,6/30/21,17:32:42,FO,304,95,295,0,0.678,0,95,295,0.678,20210630-MOHK-023,
6/30/21 17:32,1.63E+12,5806212,6/30/21,17:32:50,FO,305,96,313,0,0.693,0,96,313,0.693,20210630-MOHK-023,
6/30/21 17:33,1.63E+12,5815742,6/30/21,17:33:00,FO,306,0,1,0,-,-,0,1,-,NA,
6/30/21 17:33,1.63E+12,5819877,6/30/21,17:33:04,FO,307,0,2,0,-,-,0,2,-,NA,
6/30/21 17:35,1.63E+12,5962930,6/30/21,17:35:27,FO,308,83,265,0,0.687,0,83,265,0.687,20210630-MOHK-024,
6/30/21 17:35,1.63E+12,5971052,6/30/21,17:35:35,FO,309,103,341,0,0.698,0,103,341,0.698,20210630-MOHK-024,
6/30/21 17:35,1.63E+12,5981377,6/30/21,17:35:46,FO,310,108,400,0,0.73,0,108,400,0.73,20210630-MOHK-024,
6/30/21 17:35,1.63E+12,5989297,6/30/21,17:35:53,FO,311,88,311,0,0.717,0,88,311,0.717,20210630-MOHK-024,
6/30/21 17:36,1.63E+12,6000313,6/30/21,17:36:04,FO,312,86,287,0,0.7,0,86,287,0.7,20210630-MOHK-024,
6/30/21 17:36,1.63E+12,6011456,6/30/21,17:36:16,FO,313,123,409,0,0.699,0,123,409,0.699,20210630-MOHK-024,
6/30/21 17:36,1.63E+12,6022282,6/30/21,17:36:26,FO,314,84,308,0,0.727,0,84,308,0.727,20210630-MOHK-024,
6/30/21 17:46,1.63E+12,6622594,6/30/21,17:46:27,FO,315,0,1,0,-,-,0,1,-,NA,
6/30/21 17:46,1.63E+12,6627280,6/30/21,17:46:31,FO,316,2,2,0,-,-,2,2,-,NA,
6/30/21 17:46,1.63E+12,6636829,6/30/21,17:46:41,FO,317,54,182,0,0.703,0,54,182,0.703,20210630-MOHK-025,
6/30/21 17:46,1.63E+12,6645529,6/30/21,17:46:50,FO,318,48,181,0,0.735,0,48,181,0.735,20210630-MOHK-025,
6/30/21 17:47,1.63E+12,6656761,6/30/21,17:47:01,FO,319,59,241,0,0.755,0,59,241,0.755,20210630-MOHK-025,
6/30/21 17:47,1.63E+12,6665518,6/30/21,17:47:10,FO,320,51,185,0,0.724,0,51,185,0.724,20210630-MOHK-025,
6/30/21 17:47,1.63E+12,6673557,6/30/21,17:47:18,FO,321,70,175,0,0.6,0,70,175,0.6,20210630-MOHK-025,
6/30/21 17:47,1.63E+12,6681478,6/30/21,17:47:26,FO,322,66,200,0,0.67,0,66,200,0.67,20210630-MOHK-025,
6/30/21 17:47,1.63E+12,6691465,6/30/21,17:47:36,FO,323,61,174,0,0.649,0,61,174,0.649,20210630-MOHK-025,
6/30/21 17:47,1.63E+12,6699230,6/30/21,17:47:43,FO,324,62,215,0,0.712,0,62,215,0.712,20210630-MOHK-025,
6/30/21 17:47,1.63E+12,6710609,6/30/21,17:47:55,FO,325,0,1,0,-,-,0,1,-,NA,
6/30/21 17:47,1.63E+12,6714256,6/30/21,17:47:58,FO,326,0,2,0,-,-,0,2,-,NA,
6/30/21 17:49,1.63E+12,6834827,6/30/21,17:49:59,FO,327,73,199,0,0.633,0,73,199,0.633,20210630-MOHK-026,
6/30/21 17:50,1.63E+12,6842927,6/30/21,17:50:07,FO,328,58,190,0,0.695,0,58,190,0.695,20210630-MOHK-026,
6/30/21 17:50,1.63E+12,6851709,6/30/21,17:50:16,FO,329,66,195,0,0.662,0,66,195,0.662,20210630-MOHK-026,
6/30/21 17:50,1.63E+12,6860320,6/30/21,17:50:24,FO,330,59,178,0,0.669,0,59,178,0.669,20210630-MOHK-026,
6/30/21 17:50,1.63E+12,6870240,6/30/21,17:50:34,FO,331,66,208,0,0.683,0,66,208,0.683,20210630-MOHK-026,
6/30/21 17:50,1.63E+12,6879799,6/30/21,17:50:44,FO,332,53,187,0,0.717,0,53,187,0.717,20210630-MOHK-026,
6/30/21 17:50,1.63E+12,6888461,6/30/21,17:50:53,FO,333,54,172,0,0.686,0,54,172,0.686,20210630-MOHK-026,
6/30/21 17:51,1.63E+12,6897529,6/30/21,17:51:02,FO,334,71,224,0,0.683,0,71,224,0.683,20210630-MOHK-026,
6/30/21 17:51,1.63E+12,6905651,6/30/21,17:51:10,FO,335,57,190,0,0.7,0,57,190,0.7,20210630-MOHK-026,
6/30/21 17:51,1.63E+12,6914515,6/30/21,17:51:19,FO,336,70,181,0,0.613,0,70,181,0.613,20210630-MOHK-026,
6/30/21 17:51,1.63E+12,6921660,6/30/21,17:51:26,FO,337,0,2,0,-,-,0,2,-,NA,
6/30/21 17:51,1.63E+12,6925288,6/30/21,17:51:29,FO,338,0,0,0,-,-,0,0,-,NA,
6/30/21 17:55,1.63E+12,7140699,6/30/21,17:55:05,FO,339,61,191,0,0.681,0,61,191,0.681,20210630-MOHK-027,
6/30/21 17:55,1.63E+12,7148399,6/30/21,17:55:13,FO,340,49,176,0,0.722,0,49,176,0.722,20210630-MOHK-027,
6/30/21 17:55,1.63E+12,7156598,6/30/21,17:55:21,FO,341,48,169,0,0.716,0,48,169,0.716,20210630-MOHK-027,
6/30/21 17:55,1.63E+12,7163500,6/30/21,17:55:28,FO,342,59,194,0,0.696,0,59,194,0.696,20210630-MOHK-027,
6/30/21 17:55,1.63E+12,7174021,6/30/21,17:55:38,FO,343,50,159,0,0.686,0,50,159,0.686,20210630-MOHK-027,
6/30/21 17:55,1.63E+12,7182991,6/30/21,17:55:47,FO,344,49,199,0,0.754,0,49,199,0.754,20210630-MOHK-027,
6/30/21 17:55,1.63E+12,7191979,6/30/21,17:55:56,FO,345,55,200,0,0.725,0,55,200,0.725,20210630-MOHK-027,
6/30/21 17:56,1.63E+12,7198734,6/30/21,17:56:03,FO,346,33,107,0,0.692,0,33,107,0.692,20210630-MOHK-027,
6/30/21 17:56,1.63E+12,7206479,6/30/21,17:56:11,FO,347,52,162,0,0.679,0,52,162,0.679,20210630-MOHK-027,
6/30/21 17:56,1.63E+12,7218746,6/30/21,17:56:23,FO,348,69,230,0,0.7,0,69,230,0.7,20210630-MOHK-027,
6/30/21 17:56,1.63E+12,7225018,6/30/21,17:56:29,FO,349,1,1,0,-,-,1,1,-,NA,
6/30/21 17:56,1.63E+12,7229083,6/30/21,17:56:33,FO,350,0,0,0,-,-,0,0,-,NA,
6/30/21 17:58,1.63E+12,7349779,6/30/21,17:58:34,FO,351,62,182,0,0.659,0,62,182,0.659,20210630-MOHK-028,
6/30/21 17:58,1.63E+12,7355680,6/30/21,17:58:40,FO,352,58,181,0,0.68,0,58,181,0.68,20210630-MOHK-028,
6/30/21 17:58,1.63E+12,7361963,6/30/21,17:58:46,FO,353,57,187,0,0.695,0,57,187,0.695,20210630-MOHK-028,
6/30/21 17:58,1.63E+12,7368501,6/30/21,17:58:53,FO,354,54,199,0,0.729,0,54,199,0.729,20210630-MOHK-028,
6/30/21 17:58,1.63E+12,7374315,6/30/21,17:58:58,FO,355,54,197,0,0.726,0,54,197,0.726,20210630-MOHK-028,
6/30/21 17:59,1.63E+12,7382639,6/30/21,17:59:07,FO,356,56,175,0,0.68,0,56,175,0.68,20210630-MOHK-028,
6/30/21 17:59,1.63E+12,7388804,6/30/21,17:59:13,FO,357,54,190,0,0.716,0,54,190,0.716,20210630-MOHK-028,
6/30/21 17:59,1.63E+12,7402158,6/30/21,17:59:26,FO,358,54,205,0,0.737,0,54,205,0.737,20210630-MOHK-028,
6/30/21 17:59,1.63E+12,7409497,6/30/21,17:59:34,FO,359,53,185,0,0.714,0,53,185,0.714,20210630-MOHK-028,
6/30/21 17:59,1.63E+12,7417964,6/30/21,17:59:42,FO,360,65,216,0,0.699,0,65,216,0.699,20210630-MOHK-028,
6/30/21 18:01,1.63E+12,7546252,6/30/21,18:01:50,FO,361,0,2,0,-,-,0,2,-,NA,
6/30/21 18:01,1.63E+12,7550350,6/30/21,18:01:54,FO,362,1,1,0,-,-,1,1,-,NA,
6/30/21 18:02,1.63E+12,7558248,6/30/21,18:02:02,FO,363,68,209,0,0.675,0,68,209,0.675,20210630-MOHK-029,
6/30/21 18:02,1.63E+12,7567405,6/30/21,18:02:12,FO,364,64,173,0,0.63,0,64,173,0.63,20210630-MOHK-029,
6/30/21 18:02,1.63E+12,7576273,6/30/21,18:02:20,FO,365,67,208,0,0.678,0,67,208,0.678,20210630-MOHK-029,
6/30/21 18:02,1.63E+12,7584425,6/30/21,18:02:29,FO,366,67,217,0,0.691,0,67,217,0.691,20210630-MOHK-029,
6/30/21 18:02,1.63E+12,7595017,6/30/21,18:02:39,FO,367,58,197,0,0.706,0,58,197,0.706,20210630-MOHK-029,
6/30/21 18:02,1.63E+12,7602918,6/30/21,18:02:47,FO,368,64,218,0,0.706,0,64,218,0.706,20210630-MOHK-029,
6/30/21 18:02,1.63E+12,7611457,6/30/21,18:02:56,FO,369,60,201,0,0.701,0,60,201,0.701,20210630-MOHK-029,
6/30/21 18:03,1.63E+12,7619414,6/30/21,18:03:04,FO,370,63,224,0,0.719,0,63,224,0.719,20210630-MOHK-029,
6/30/21 18:03,1.63E+12,7636687,6/30/21,18:03:21,FO,371,64,210,0,0.695,0,64,210,0.695,20210630-MOHK-029,
6/30/21 18:03,1.63E+12,7644801,6/30/21,18:03:29,FO,372,64,218,0,0.706,0,64,218,0.706,20210630-MOHK-029,
6/30/21 18:05,1.63E+12,7754835,6/30/21,18:05:19,FO,373,1,5,0,-,-,1,5,-,NA,
6/30/21 18:05,1.63E+12,7758827,6/30/21,18:05:23,FO,374,4,5,0,-,-,4,5,-,NA,
6/30/21 18:05,1.63E+12,7779105,6/30/21,18:05:43,FO,375,239,881,0,0.729,0,239,881,0.729,20210630-MOHK-030,
6/30/21 18:05,1.63E+12,7786742,6/30/21,18:05:51,FO,376,242,775,0,0.688,0,242,775,0.688,20210630-MOHK-030,
6/30/21 18:06,1.63E+12,7794921,6/30/21,18:05:59,FO,377,234,776,0,0.698,0,234,776,0.698,20210630-MOHK-030,
6/30/21 18:06,1.63E+12,7803407,6/30/21,18:06:08,FO,378,192,634,0,0.697,0,192,634,0.697,20210630-MOHK-030,
6/30/21 18:06,1.63E+12,7810506,6/30/21,18:06:15,FO,379,203,697,0,0.709,0,203,697,0.709,20210630-MOHK-030,
6/30/21 18:06,1.63E+12,7819266,6/30/21,18:06:23,FO,380,214,750,0,0.715,0,214,750,0.715,20210630-MOHK-030,
6/30/21 18:06,1.63E+12,7827511,6/30/21,18:06:32,FO,381,254,928,0,0.726,0,254,928,0.726,20210630-MOHK-030,
6/30/21 18:06,1.63E+12,7835912,6/30/21,18:06:40,FO,382,262,839,0,0.688,0,262,839,0.688,20210630-MOHK-030,
6/30/21 18:06,1.63E+12,7841536,6/30/21,18:06:46,FO,383,239,902,0,0.735,0,239,902,0.735,20210630-MOHK-030,
6/30/21 18:06,1.63E+12,7850285,6/30/21,18:06:54,FO,384,241,823,0,0.707,0,241,823,0.707,20210630-MOHK-030,
6/30/21 18:07,1.63E+12,7857114,6/30/21,18:07:01,FO,385,8,8,0,-,-,8,8,-,NA,
6/30/21 18:07,1.63E+12,7861259,6/30/21,18:07:05,FO,386,0,4,0,-,-,0,4,-,NA,
6/30/21 18:09,1.63E+12,7977624,6/30/21,18:09:02,FO,387,288,866,0,0.667,0,288,866,0.667,20210630-MOHK-031,
6/30/21 18:09,1.63E+12,7985764,6/30/21,18:09:10,FO,388,264,793,0,0.667,0,264,793,0.667,20210630-MOHK-031,
6/30/21 18:09,1.63E+12,7995047,6/30/21,18:09:19,FO,389,259,779,0,0.668,0,259,779,0.668,20210630-MOHK-031,
6/30/21 18:09,1.63E+12,8004085,6/30/21,18:09:28,FO,390,241,781,0,0.691,0,241,781,0.691,20210630-MOHK-031,
6/30/21 18:09,1.63E+12,8010943,6/30/21,18:09:35,FO,391,67,796,0,0.916,0,67,796,0.916,20210630-MOHK-031,
6/30/21 18:09,1.63E+12,8020140,6/30/21,18:09:44,FO,392,227,760,0,0.701,0,227,760,0.701,20210630-MOHK-031,
6/30/21 18:09,1.63E+12,8026723,6/30/21,18:09:51,FO,393,232,761,0,0.695,0,232,761,0.695,20210630-MOHK-031,
6/30/21 18:09,1.63E+12,8034129,6/30/21,18:09:58,FO,394,244,804,0,0.697,0,244,804,0.697,20210630-MOHK-031,
6/30/21 18:10,1.63E+12,8041326,6/30/21,18:10:05,FO,395,247,760,0,0.675,0,247,760,0.675,20210630-MOHK-031,
6/30/21 18:10,1.63E+12,8047580,6/30/21,18:10:12,FO,396,247,806,0,0.694,0,247,806,0.694,20210630-MOHK-031,
6/30/21 18:10,1.63E+12,8054408,6/30/21,18:10:19,FO,397,0,3,0,-,-,0,3,-,NA,
6/30/21 18:10,1.63E+12,8058403,6/30/21,18:10:23,FO,398,1,4,0,-,-,1,4,-,NA,
6/30/21 18:13,1.63E+12,8226762,6/30/21,18:13:11,FO,399,224,354,0,0.367,0,224,354,0.367,20210630-MOHK-032,
6/30/21 18:13,1.63E+12,8235411,6/30/21,18:13:20,FO,400,220,409,0,0.462,0,220,409,0.462,20210630-MOHK-032,
6/30/21 18:13,1.63E+12,8245150,6/30/21,18:13:29,FO,401,214,401,0,0.466,0,214,401,0.466,20210630-MOHK-032,
6/30/21 18:13,1.63E+12,8253468,6/30/21,18:13:38,FO,402,211,401,0,0.474,0,211,401,0.474,20210630-MOHK-032,
6/30/21 18:13,1.63E+12,8261819,6/30/21,18:13:46,FO,403,212,393,0,0.461,0,212,393,0.461,20210630-MOHK-032,
6/30/21 18:13,1.63E+12,8270407,6/30/21,18:13:55,FO,404,224,407,0,0.45,0,224,407,0.45,20210630-MOHK-032,
6/30/21 18:14,1.63E+12,8279339,6/30/21,18:14:03,FO,405,205,372,0,0.449,0,205,372,0.449,20210630-MOHK-032,
6/30/21 18:14,1.63E+12,8286674,6/30/21,18:14:11,FO,406,222,393,0,0.435,0,222,393,0.435,20210630-MOHK-032,
6/30/21 18:14,1.63E+12,8295416,6/30/21,18:14:20,FO,407,194,359,0,0.46,0,194,359,0.46,20210630-MOHK-032,
6/30/21 18:14,1.63E+12,8303466,6/30/21,18:14:28,FO,408,201,379,0,0.47,0,201,379,0.47,20210630-MOHK-032,
6/30/21 18:14,1.63E+12,8309675,6/30/21,18:14:34,FO,409,3,3,0,-,-,3,3,-,NA,
6/30/21 18:14,1.63E+12,8314151,6/30/21,18:14:38,FO,410,1,4,0,-,-,1,4,-,NA,
6/30/21 18:16,1.63E+12,8438124,6/30/21,18:16:42,FO,411,231,395,0,0.415,0,231,395,0.415,20210630-MOHK-033,
6/30/21 18:16,1.63E+12,8445722,6/30/21,18:16:50,FO,412,222,370,0,0.4,0,222,370,0.4,20210630-MOHK-033,
6/30/21 18:16,1.63E+12,8452019,6/30/21,18:16:56,FO,413,214,375,0,0.429,0,214,375,0.429,20210630-MOHK-033,
6/30/21 18:17,1.63E+12,8458917,6/30/21,18:17:03,FO,414,218,371,0,0.412,0,218,371,0.412,20210630-MOHK-033,
6/30/21 18:20,1.63E+12,8664956,6/30/21,18:20:29,FO,415,219,382,0,0.427,0,219,382,0.427,20210630-MOHK-033,
6/30/21 18:20,1.63E+12,8672553,6/30/21,18:20:37,FO,416,208,342,0,0.392,0,208,342,0.392,20210630-MOHK-033,
6/30/21 18:20,1.63E+12,8680098,6/30/21,18:20:44,FO,417,218,370,0,0.411,0,218,370,0.411,20210630-MOHK-033,
6/30/21 18:20,1.63E+12,8687587,6/30/21,18:20:52,FO,418,207,370,0,0.441,0,207,370,0.441,20210630-MOHK-033,
6/30/21 18:21,1.63E+12,8698985,6/30/21,18:21:03,FO,419,209,353,0,0.408,0,209,353,0.408,20210630-MOHK-033,
6/30/21 18:21,1.63E+12,8709732,6/30/21,18:21:14,FO,420,183,291,0,0.371,0,183,291,0.371,20210630-MOHK-033,
6/30/21 18:26,1.63E+12,9004457,6/30/21,18:26:09,FO,421,2,4,0,-,-,2,4,-,NA,
6/30/21 18:26,1.63E+12,9009043,6/30/21,18:26:13,FO,422,0,3,0,-,-,0,3,-,NA,
6/30/21 18:27,1.63E+12,9088654,6/30/21,18:27:33,FO,423,175,323,0,0.458,0,175,323,0.458,20210630-MOHK-034,
6/30/21 18:27,1.63E+12,9095415,6/30/21,18:27:40,FO,424,190,350,0,0.457,0,190,350,0.457,20210630-MOHK-034,
6/30/21 18:27,1.63E+12,9103986,6/30/21,18:27:48,FO,425,234,421,0,0.444,0,234,421,0.444,20210630-MOHK-034,
6/30/21 18:27,1.63E+12,9111878,6/30/21,18:27:56,FO,426,230,395,0,0.418,0,230,395,0.418,20210630-MOHK-034,
6/30/21 18:28,1.63E+12,9119180,6/30/21,18:28:03,FO,427,169,297,0,0.431,0,169,297,0.431,20210630-MOHK-034,
6/30/21 18:28,1.63E+12,9127342,6/30/21,18:28:11,FO,428,206,350,0,0.411,0,206,350,0.411,20210630-MOHK-034,
6/30/21 18:28,1.63E+12,9133602,6/30/21,18:28:18,FO,429,221,401,0,0.449,0,221,401,0.449,20210630-MOHK-034,
6/30/21 18:28,1.63E+12,9140942,6/30/21,18:28:25,FO,430,207,382,0,0.458,0,207,382,0.458,20210630-MOHK-034,
6/30/21 18:28,1.63E+12,9147803,6/30/21,18:28:32,FO,431,238,440,0,0.459,0,238,440,0.459,20210630-MOHK-034,
6/30/21 18:28,1.63E+12,9153937,6/30/21,18:28:38,FO,432,223,396,0,0.437,0,223,396,0.437,20210630-MOHK-034,
6/30/21 18:28,1.63E+12,9160526,6/30/21,18:28:45,FO,433,0,3,0,-,-,0,3,-,NA,
6/30/21 18:28,1.63E+12,9164895,6/30/21,18:28:49,FO,434,1,4,0,-,-,1,4,-,NA,
6/30/21 18:32,1.63E+12,9376839,6/30/21,18:32:21,FO,435,9,19,0,-,-,9,19,-,NA,
6/30/21 18:32,1.63E+12,9387579,6/30/21,18:32:32,FO,436,23,25,0,-,-,23,25,0.08,NA,
6/30/21 18:32,1.63E+12,9395938,6/30/21,18:32:40,FO,437,14,18,0,-,-,14,18,0.222,NA,
6/30/21 18:32,1.63E+12,9406736,6/30/21,18:32:51,FO,438,224,751,0,0.702,0,224,751,0.702,NA,
6/30/21 18:33,1.63E+12,9416060,6/30/21,18:33:00,FO,439,2,3,0,-,-,2,3,-,NA,
6/30/21 18:33,1.63E+12,9428363,6/30/21,18:33:12,FO,440,23,24,0,-,-,23,24,0.042,NA,
6/30/21 18:33,1.63E+12,9447192,6/30/21,18:33:31,FO,441,272,430,0,0.367,0,272,430,0.367,NA,
6/30/21 18:34,1.63E+12,9478270,6/30/21,18:34:02,FO,442,44,48,0,-,-,44,48,0.083,NA,
6/30/21 18:34,1.63E+12,9522747,6/30/21,18:34:47,FO,443,182,650,0,0.72,0,182,650,0.72,20210630-MOHK-035,
6/30/21 18:34,1.63E+12,9532289,6/30/21,18:34:56,FO,444,185,658,0,0.719,0,185,658,0.719,20210630-MOHK-035,
6/30/21 18:35,1.63E+12,9539255,6/30/21,18:35:03,FO,445,189,704,0,0.732,0,189,704,0.732,20210630-MOHK-035,
6/30/21 18:35,1.63E+12,9546411,6/30/21,18:35:11,FO,446,192,681,0,0.718,0,192,681,0.718,20210630-MOHK-035,
