Datetime,Time (abs/ms),Time (rel/ms),Date,Time,Type,No.,1:F,1:Fm',1:PAR,1:Y (II),1:ETR,1:Fo,1:Fm,1:Fv/Fm,specimen_ID,notes
6/30/21 18:35,1.63E+12,9553350,6/30/21,18:35:17,FO,447,185,664,0,0.721,0,185,664,0.721,20210630-MOHK-035,
6/30/21 18:35,1.63E+12,9560495,6/30/21,18:35:25,FO,448,203,729,0,0.722,0,203,729,0.722,20210630-MOHK-035,
6/30/21 18:35,1.63E+12,9566261,6/30/21,18:35:30,FO,449,223,811,0,0.725,0,223,811,0.725,20210630-MOHK-035,
6/30/21 18:35,1.63E+12,9572855,6/30/21,18:35:37,FO,450,188,652,0,0.712,0,188,652,0.712,20210630-MOHK-035,
6/30/21 18:35,1.63E+12,9578943,6/30/21,18:35:43,FO,451,198,700,0,0.717,0,198,700,0.717,20210630-MOHK-035,
6/30/21 18:35,1.63E+12,9586343,6/30/21,18:35:50,FO,452,203,733,0,0.723,0,203,733,0.723,20210630-MOHK-035,
6/30/21 18:35,1.63E+12,9594259,6/30/21,18:35:58,FO,453,2,2,0,-,-,2,2,-,NA,
6/30/21 18:36,1.63E+12,9597979,6/30/21,18:36:02,FO,454,2,3,0,-,-,2,3,-,NA,
6/30/21 18:37,1.63E+12,9698218,6/30/21,18:37:42,FO,455,176,438,0,0.598,0,176,438,0.598,20210630-MOHK-036,
6/30/21 18:37,1.63E+12,9705118,6/30/21,18:37:49,FO,456,209,581,0,0.64,0,209,581,0.64,20210630-MOHK-036,
6/30/21 18:37,1.63E+12,9713175,6/30/21,18:37:57,FO,457,212,734,0,0.711,0,212,734,0.711,20210630-MOHK-036,
6/30/21 18:38,1.63E+12,9721160,6/30/21,18:38:05,FO,458,190,652,0,0.709,0,190,652,0.709,20210630-MOHK-036,
6/30/21 18:38,1.63E+12,9726934,6/30/21,18:38:11,FO,459,186,680,0,0.726,0,186,680,0.726,20210630-MOHK-036,
6/30/21 18:38,1.63E+12,9734824,6/30/21,18:38:19,FO,460,212,735,0,0.712,0,212,735,0.712,20210630-MOHK-036,
6/30/21 18:38,1.63E+12,9741208,6/30/21,18:38:25,FO,461,214,711,0,0.699,0,214,711,0.699,20210630-MOHK-036,
6/30/21 18:38,1.63E+12,9747923,6/30/21,18:38:32,FO,462,202,781,0,0.741,0,202,781,0.741,20210630-MOHK-036,
6/30/21 18:38,1.63E+12,9753864,6/30/21,18:38:38,FO,463,211,833,0,0.747,0,211,833,0.747,20210630-MOHK-036,
6/30/21 18:38,1.63E+12,9762049,6/30/21,18:38:46,FO,464,212,751,0,0.718,0,212,751,0.718,20210630-MOHK-036,
6/30/21 18:38,1.63E+12,9767878,6/30/21,18:38:52,FO,465,0,1,0,-,-,0,1,-,NA,
6/30/21 18:38,1.63E+12,9771692,6/30/21,18:38:56,FO,466,0,2,0,-,-,0,2,-,NA,
6/30/21 18:44,1.63E+12,10100718,6/30/21,18:44:25,FO,467,189,625,0,0.698,0,189,625,0.698,20210630-MOHK-037,
6/30/21 18:44,1.63E+12,10108555,6/30/21,18:44:33,FO,468,179,616,0,0.709,0,179,616,0.709,20210630-MOHK-037,
6/30/21 18:44,1.63E+12,10114666,6/30/21,18:44:39,FO,469,181,624,0,0.71,0,181,624,0.71,20210630-MOHK-037,
6/30/21 18:44,1.63E+12,10121328,6/30/21,18:44:45,FO,470,173,622,0,0.722,0,173,622,0.722,20210630-MOHK-037,
6/30/21 18:44,1.63E+12,10128238,6/30/21,18:44:52,FO,471,188,654,0,0.713,0,188,654,0.713,20210630-MOHK-037,
6/30/21 18:44,1.63E+12,10134580,6/30/21,18:44:59,FO,472,175,606,0,0.711,0,175,606,0.711,20210630-MOHK-037,
6/30/21 18:45,1.63E+12,10141834,6/30/21,18:45:06,FO,473,177,724,0,0.756,0,177,724,0.756,20210630-MOHK-037,
6/30/21 18:45,1.63E+12,10150422,6/30/21,18:45:15,FO,474,189,629,0,0.7,0,189,629,0.7,20210630-MOHK-037,
6/30/21 18:45,1.63E+12,10157128,6/30/21,18:45:21,FO,475,201,668,0,0.699,0,201,668,0.699,20210630-MOHK-037,
6/30/21 18:45,1.63E+12,10164633,6/30/21,18:45:29,FO,476,211,725,0,0.709,0,211,725,0.709,20210630-MOHK-037,
6/30/21 18:45,1.63E+12,10171595,6/30/21,18:45:36,FO,477,0,3,0,-,-,0,3,-,NA,
6/30/21 18:45,1.63E+12,10176831,6/30/21,18:45:41,FO,478,1,3,0,-,-,1,3,-,NA,
6/30/21 18:47,1.63E+12,10295422,6/30/21,18:47:40,FO,479,238,704,0,0.662,0,238,704,0.662,20210630-MOHK-038,
6/30/21 18:47,1.63E+12,10301559,6/30/21,18:47:46,FO,480,189,571,0,0.669,0,189,571,0.669,20210630-MOHK-038,
6/30/21 18:47,1.63E+12,10307530,6/30/21,18:47:52,FO,481,210,659,0,0.681,0,210,659,0.681,20210630-MOHK-038,
6/30/21 18:48,1.63E+12,10315666,6/30/21,18:48:00,FO,482,207,700,0,0.704,0,207,700,0.704,20210630-MOHK-038,
6/30/21 18:48,1.63E+12,10322231,6/30/21,18:48:06,FO,483,168,584,0,0.712,0,168,584,0.712,20210630-MOHK-038,
6/30/21 18:48,1.63E+12,10330815,6/30/21,18:48:15,FO,484,218,771,0,0.717,0,218,771,0.717,20210630-MOHK-038,
6/30/21 18:48,1.63E+12,10339306,6/30/21,18:48:23,FO,485,183,625,0,0.707,0,183,625,0.707,20210630-MOHK-038,
6/30/21 18:48,1.63E+12,10347016,6/30/21,18:48:31,FO,486,201,696,0,0.711,0,201,696,0.711,20210630-MOHK-038,
6/30/21 18:48,1.63E+12,10355543,6/30/21,18:48:40,FO,487,229,804,0,0.715,0,229,804,0.715,20210630-MOHK-038,
6/30/21 18:48,1.63E+12,10363064,6/30/21,18:48:47,FO,488,165,583,0,0.717,0,165,583,0.717,20210630-MOHK-038,
6/30/21 18:48,1.63E+12,10369559,6/30/21,18:48:54,FO,489,0,4,0,-,-,0,4,-,NA,
6/30/21 18:48,1.63E+12,10373347,6/30/21,18:48:57,FO,490,2,2,0,-,-,2,2,-,NA,
6/30/21 18:50,1.63E+12,10479296,6/30/21,18:50:43,FO,491,166,543,0,0.694,0,166,543,0.694,20210630-MOHK-039,
6/30/21 18:50,1.63E+12,10485986,6/30/21,18:50:50,FO,492,182,593,0,0.693,0,182,593,0.693,20210630-MOHK-039,
6/30/21 18:50,1.63E+12,10493393,6/30/21,18:50:58,FO,493,211,705,0,0.701,0,211,705,0.701,20210630-MOHK-039,
6/30/21 18:51,1.63E+12,10500324,6/30/21,18:51:04,FO,494,275,937,0,0.707,0,275,937,0.707,20210630-MOHK-039,
6/30/21 18:51,1.63E+12,10505831,6/30/21,18:51:10,FO,495,214,892,0,0.76,0,214,892,0.76,20210630-MOHK-039,
6/30/21 18:51,1.63E+12,10512984,6/30/21,18:51:17,FO,496,263,857,0,0.693,0,263,857,0.693,20210630-MOHK-039,
6/30/21 18:51,1.63E+12,10520295,6/30/21,18:51:24,FO,497,262,893,0,0.707,0,262,893,0.707,20210630-MOHK-039,
6/30/21 18:51,1.63E+12,10527139,6/30/21,18:51:31,FO,498,267,809,0,0.67,0,267,809,0.67,20210630-MOHK-039,
6/30/21 18:51,1.63E+12,10534324,6/30/21,18:51:38,FO,499,254,857,0,0.704,0,254,857,0.704,20210630-MOHK-039,
6/30/21 18:51,1.63E+12,10539798,6/30/21,18:51:44,FO,500,234,758,0,0.691,0,234,758,0.691,20210630-MOHK-039,
6/30/21 18:51,1.63E+12,10546434,6/30/21,18:51:51,FO,501,3,3,0,-,-,3,3,-,NA,
6/30/21 18:51,1.63E+12,10550556,6/30/21,18:51:55,FO,502,0,4,0,-,-,0,4,-,NA,
6/30/21 18:53,1.63E+12,10669431,6/30/21,18:53:54,FO,503,250,775,0,0.677,0,250,775,0.677,20210630-MOHK-040,
6/30/21 18:54,1.63E+12,10676711,6/30/21,18:54:01,FO,504,241,864,0,0.721,0,241,864,0.721,20210630-MOHK-040,
6/30/21 18:54,1.63E+12,10683959,6/30/21,18:54:08,FO,505,219,776,0,0.718,0,219,776,0.718,20210630-MOHK-040,
6/30/21 18:54,1.63E+12,10690865,6/30/21,18:54:15,FO,506,204,741,0,0.725,0,204,741,0.725,20210630-MOHK-040,
6/30/21 18:54,1.63E+12,10697960,6/30/21,18:54:22,FO,507,233,828,0,0.719,0,233,828,0.719,20210630-MOHK-040,
6/30/21 18:54,1.63E+12,10703986,6/30/21,18:54:28,FO,508,239,830,0,0.712,0,239,830,0.712,20210630-MOHK-040,
6/30/21 18:54,1.63E+12,10709395,6/30/21,18:54:34,FO,509,229,778,0,0.706,0,229,778,0.706,20210630-MOHK-040,
6/30/21 18:54,1.63E+12,10716960,6/30/21,18:54:41,FO,510,226,747,0,0.697,0,226,747,0.697,20210630-MOHK-040,
6/30/21 18:54,1.63E+12,10724170,6/30/21,18:54:48,FO,511,235,802,0,0.707,0,235,802,0.707,20210630-MOHK-040,
6/30/21 18:54,1.63E+12,10730710,6/30/21,18:54:55,FO,512,236,829,0,0.715,0,236,829,0.715,20210630-MOHK-040,
6/30/21 18:55,1.63E+12,10737054,6/30/21,18:55:01,FO,513,5,5,0,-,-,5,5,-,NA,
6/30/21 18:55,1.63E+12,10740801,6/30/21,18:55:05,FO,514,3,4,0,-,-,3,4,-,NA,
6/30/21 19:06,1.63E+12,11400203,6/30/21,19:06:04,FO,515,1,1,0,-,-,1,1,-,NA,
6/30/21 19:06,1.63E+12,11406330,6/30/21,19:06:10,FO,516,41,75,0,0.453,0,41,75,0.453,20210630-MOHK-041,
6/30/21 19:06,1.63E+12,11419060,6/30/21,19:06:23,FO,517,190,387,0,0.509,0,190,387,0.509,20210630-MOHK-041,
6/30/21 19:06,1.63E+12,11428202,6/30/21,19:06:32,FO,518,208,429,0,0.515,0,208,429,0.515,20210630-MOHK-041,
6/30/21 19:06,1.63E+12,11439751,6/30/21,19:06:44,FO,519,148,338,0,0.562,0,148,338,0.562,20210630-MOHK-041,
6/30/21 19:06,1.63E+12,11447137,6/30/21,19:06:51,FO,520,33,91,0,0.637,0,33,91,0.637,20210630-MOHK-041,
6/30/21 19:07,1.63E+12,11455350,6/30/21,19:06:59,FO,521,206,359,0,0.426,0,206,359,0.426,20210630-MOHK-041,
6/30/21 19:07,1.63E+12,11463359,6/30/21,19:07:07,FO,522,163,334,0,0.512,0,163,334,0.512,20210630-MOHK-041,
6/30/21 19:07,1.63E+12,11470370,6/30/21,19:07:14,FO,523,108,250,0,0.568,0,108,250,0.568,20210630-MOHK-041,
6/30/21 19:07,1.63E+12,11481397,6/30/21,19:07:26,FO,524,133,317,0,0.58,0,133,317,0.58,20210630-MOHK-041,
6/30/21 19:07,1.63E+12,11496905,6/30/21,19:07:41,FO,525,199,399,0,0.501,0,199,399,0.501,20210630-MOHK-041,
6/30/21 19:07,1.63E+12,11502461,6/30/21,19:07:47,FO,526,0,3,0,-,-,0,3,-,NA,
6/30/21 19:07,1.63E+12,11506686,6/30/21,19:07:51,FO,527,0,2,0,-,-,0,2,-,NA,
6/30/21 19:09,1.63E+12,11626766,6/30/21,19:09:51,FO,528,148,316,0,0.532,0,148,316,0.532,20210630-MOHK-042,
6/30/21 19:09,1.63E+12,11632576,6/30/21,19:09:57,FO,529,133,310,0,0.571,0,133,310,0.571,20210630-MOHK-042,
6/30/21 19:10,1.63E+12,11639517,6/30/21,19:10:04,FO,530,245,402,0,0.391,0,245,402,0.391,20210630-MOHK-042,
6/30/21 19:10,1.63E+12,11645774,6/30/21,19:10:10,FO,531,82,154,0,0.468,0,82,154,0.468,20210630-MOHK-042,
6/30/21 19:10,1.63E+12,11652800,6/30/21,19:10:17,FO,532,188,396,0,0.525,0,188,396,0.525,20210630-MOHK-042,
6/30/21 19:10,1.63E+12,11659560,6/30/21,19:10:24,FO,533,170,384,0,0.557,0,170,384,0.557,20210630-MOHK-042,
6/30/21 19:10,1.63E+12,11665353,6/30/21,19:10:29,FO,534,0,3,0,-,-,0,3,-,NA,
6/30/21 19:10,1.63E+12,11668590,6/30/21,19:10:33,FO,535,0,1,0,-,-,0,1,-,NA,
6/30/21 19:13,1.63E+12,11839028,6/30/21,19:13:23,FO,536,87,196,0,0.556,0,87,196,0.556,20210630-MOHK-043,
6/30/21 19:13,1.63E+12,11846193,6/30/21,19:13:30,FO,537,104,217,0,0.521,0,104,217,0.521,20210630-MOHK-043,
6/30/21 19:13,1.63E+12,11851882,6/30/21,19:13:36,FO,538,118,287,0,0.589,0,118,287,0.589,20210630-MOHK-043,
6/30/21 19:13,1.63E+12,11856915,6/30/21,19:13:41,FO,539,128,285,0,0.551,0,128,285,0.551,20210630-MOHK-043,
6/30/21 19:13,1.63E+12,11863270,6/30/21,19:13:47,FO,540,136,263,0,0.483,0,136,263,0.483,20210630-MOHK-043,
6/30/21 19:13,1.63E+12,11871481,6/30/21,19:13:56,FO,541,90,206,0,0.563,0,90,206,0.563,20210630-MOHK-043,
6/30/21 19:14,1.63E+12,11880302,6/30/21,19:14:04,FO,542,146,291,0,0.498,0,146,291,0.498,20210630-MOHK-043,
6/30/21 19:14,1.63E+12,11888100,6/30/21,19:14:12,FO,543,78,267,0,0.708,0,78,267,0.708,20210630-MOHK-043,
6/30/21 19:14,1.63E+12,11897564,6/30/21,19:14:22,FO,544,125,296,0,0.578,0,125,296,0.578,20210630-MOHK-043,
6/30/21 19:14,1.63E+12,11903064,6/30/21,19:14:27,FO,545,8,8,0,-,-,8,8,-,NA,
6/30/21 19:14,1.63E+12,11907403,6/30/21,19:14:32,FO,546,1,2,0,-,-,1,2,-,NA,
6/30/21 19:15,1.63E+12,11990231,6/30/21,19:15:54,FO,547,128,270,0,0.526,0,128,270,0.526,20210630-MOHK-044,
6/30/21 19:16,1.63E+12,11995731,6/30/21,19:16:00,FO,548,126,266,0,0.526,0,126,266,0.526,20210630-MOHK-044,
6/30/21 19:16,1.63E+12,12003207,6/30/21,19:16:07,FO,549,125,280,0,0.554,0,125,280,0.554,20210630-MOHK-044,
6/30/21 19:16,1.63E+12,12009488,6/30/21,19:16:14,FO,550,122,258,0,0.527,0,122,258,0.527,20210630-MOHK-044,
6/30/21 19:16,1.63E+12,12017748,6/30/21,19:16:22,FO,551,117,248,0,0.528,0,117,248,0.528,20210630-MOHK-044,
6/30/21 19:16,1.63E+12,12025661,6/30/21,19:16:30,FO,552,123,257,0,0.521,0,123,257,0.521,20210630-MOHK-044,
6/30/21 19:16,1.63E+12,12032046,6/30/21,19:16:36,FO,553,123,254,0,0.516,0,123,254,0.516,20210630-MOHK-044,
6/30/21 19:16,1.63E+12,12039069,6/30/21,19:16:43,FO,554,114,251,0,0.546,0,114,251,0.546,20210630-MOHK-044,
6/30/21 19:16,1.63E+12,12045543,6/30/21,19:16:50,FO,555,125,262,0,0.523,0,125,262,0.523,20210630-MOHK-044,
6/30/21 19:16,1.63E+12,12053885,6/30/21,19:16:58,FO,556,122,250,0,0.512,0,122,250,0.512,20210630-MOHK-044,
6/30/21 19:17,1.63E+12,12059401,6/30/21,19:17:04,FO,557,0,4,0,-,-,0,4,-,NA,
6/30/21 19:17,1.63E+12,12063880,6/30/21,19:17:08,FO,558,1,2,0,-,-,1,2,-,NA,
6/30/21 19:20,1.63E+12,12251446,6/30/21,19:20:16,FO,559,142,287,0,0.505,0,142,287,0.505,20210630-MOHK-045,
6/30/21 19:20,1.63E+12,12258757,6/30/21,19:20:23,FO,560,138,276,0,0.5,0,138,276,0.5,20210630-MOHK-045,
6/30/21 19:20,1.63E+12,12266710,6/30/21,19:20:31,FO,561,135,280,0,0.518,0,135,280,0.518,20210630-MOHK-045,
6/30/21 19:20,1.63E+12,12274825,6/30/21,19:20:39,FO,562,132,277,0,0.523,0,132,277,0.523,20210630-MOHK-045,
6/30/21 19:20,1.63E+12,12283474,6/30/21,19:20:48,FO,563,114,222,0,0.486,0,114,222,0.486,20210630-MOHK-045,
6/30/21 19:20,1.63E+12,12290188,6/30/21,19:20:54,FO,564,156,275,0,0.433,0,156,275,0.433,20210630-MOHK-045,
6/30/21 19:21,1.63E+12,12296744,6/30/21,19:21:01,FO,565,138,259,0,0.467,0,138,259,0.467,20210630-MOHK-045,
6/30/21 19:21,1.63E+12,12304078,6/30/21,19:21:08,FO,566,135,237,0,0.43,0,135,237,0.43,20210630-MOHK-045,
6/30/21 19:21,1.63E+12,12319473,6/30/21,19:21:24,FO,567,187,380,0,0.508,0,187,380,0.508,20210630-MOHK-045,
6/30/21 19:21,1.63E+12,12327221,6/30/21,19:21:31,FO,568,118,241,0,0.51,0,118,241,0.51,20210630-MOHK-045,
6/30/21 19:21,1.63E+12,12332471,6/30/21,19:21:37,FO,569,1,2,0,-,-,1,2,-,NA,
6/30/21 19:21,1.63E+12,12337528,6/30/21,19:21:42,FO,570,2,4,0,-,-,2,4,-,NA,
6/30/21 19:25,1.63E+12,12542037,6/30/21,19:25:06,FO,571,171,423,0,0.596,0,171,423,0.596,20210630-MOHK-046,
6/30/21 19:25,1.63E+12,12548562,6/30/21,19:25:13,FO,572,153,299,0,0.488,0,153,299,0.488,20210630-MOHK-046,
6/30/21 19:25,1.63E+12,12555512,6/30/21,19:25:20,FO,573,153,294,0,0.48,0,153,294,0.48,20210630-MOHK-046,
6/30/21 19:25,1.63E+12,12561607,6/30/21,19:25:26,FO,574,144,316,0,0.544,0,144,316,0.544,20210630-MOHK-046,
6/30/21 19:25,1.63E+12,12568285,6/30/21,19:25:32,FO,575,216,450,0,0.52,0,216,450,0.52,20210630-MOHK-046,
6/30/21 19:25,1.63E+12,12574025,6/30/21,19:25:38,FO,576,196,395,0,0.504,0,196,395,0.504,20210630-MOHK-046,
6/30/21 19:25,1.63E+12,12580069,6/30/21,19:25:44,FO,577,104,218,0,0.523,0,104,218,0.523,20210630-MOHK-046,
6/30/21 19:25,1.63E+12,12586707,6/30/21,19:25:51,FO,578,158,339,0,0.534,0,158,339,0.534,20210630-MOHK-046,
6/30/21 19:25,1.63E+12,12591753,6/30/21,19:25:56,FO,579,138,295,0,0.532,0,138,295,0.532,20210630-MOHK-046,
6/30/21 19:26,1.63E+12,12596073,6/30/21,19:26:00,FO,580,7,15,0,-,-,7,15,-,NA,
6/30/21 19:26,1.63E+12,12604276,6/30/21,19:26:08,FO,581,1,2,0,-,-,1,2,-,NA,
6/30/21 19:31,1.63E+12,12945192,6/30/21,19:31:49,FO,582,246,605,0,0.593,0,246,605,0.593,20210630-MOHK-047,
6/30/21 19:31,1.63E+12,12951611,6/30/21,19:31:56,FO,583,221,661,0,0.666,0,221,661,0.666,20210630-MOHK-047,
6/30/21 19:32,1.63E+12,12957367,6/30/21,19:32:01,FO,584,200,631,0,0.683,0,200,631,0.683,20210630-MOHK-047,
6/30/21 19:32,1.63E+12,12965743,6/30/21,19:32:10,FO,585,201,668,0,0.699,0,201,668,0.699,20210630-MOHK-047,
6/30/21 19:32,1.63E+12,12973531,6/30/21,19:32:18,FO,586,243,811,0,0.7,0,243,811,0.7,20210630-MOHK-047,
6/30/21 19:32,1.63E+12,12981576,6/30/21,19:32:26,FO,587,203,685,0,0.704,0,203,685,0.704,20210630-MOHK-047,
6/30/21 19:32,1.63E+12,12986583,6/30/21,19:32:31,FO,588,204,685,0,0.702,0,204,685,0.702,20210630-MOHK-047,
6/30/21 19:32,1.63E+12,12992642,6/30/21,19:32:37,FO,589,224,788,0,0.716,0,224,788,0.716,20210630-MOHK-047,
6/30/21 19:32,1.63E+12,12998464,6/30/21,19:32:43,FO,590,201,676,0,0.703,0,201,676,0.703,20210630-MOHK-047,
6/30/21 19:32,1.63E+12,13003011,6/30/21,19:32:47,FO,591,201,613,0,0.672,0,201,613,0.672,20210630-MOHK-047,
6/30/21 19:32,1.63E+12,13008915,6/30/21,19:32:53,FO,592,0,1,0,-,-,0,1,-,NA,
6/30/21 19:32,1.63E+12,13012761,6/30/21,19:32:57,FO,593,1,2,0,-,-,1,2,-,NA,