Datetime,Time (rel/ms),Date,Time,Type,No.,1:F,1:Fm',1:PAR,1:Temp,1:Y (II),1:ETR,1:Fo',1:ETR-F.,1:qP,1:qN,1:qL,1:NPQ,1:Y (NO),1:Y (NPQ),1:Fo,1:Fm,1:Fv/Fm,specimen_ID,subsample_ID
4/28/22 16:13,1326728,4/28/22,16:13:47,FO,1,175,703,0,-,0.751,0,-,0.84,-,-,-,-,-,-,175,703,0.751,20220428-AQUE-001,20220428-AQUE-001-A
4/28/22 16:13,1334256,4/28/22,16:13:54,FO,2,201,782,0,-,0.743,0,-,0.84,-,-,-,-,-,-,201,782,0.743,20220428-AQUE-001,20220428-AQUE-001-A
4/28/22 16:14,1340152,4/28/22,16:14:00,FO,3,199,746,0,-,0.733,0,-,0.84,-,-,-,-,-,-,199,746,0.733,20220428-AQUE-001,20220428-AQUE-001-A
4/28/22 16:14,1347592,4/28/22,16:14:07,FO,4,256,877,0,-,0.708,0,-,0.84,-,-,-,-,-,-,256,877,0.708,20220428-AQUE-001,20220428-AQUE-001-A
4/28/22 16:14,1355339,4/28/22,16:14:15,FO,5,214,771,0,-,0.722,0,-,0.84,-,-,-,-,-,-,214,771,0.722,20220428-AQUE-001,20220428-AQUE-001-A
4/28/22 16:14,1362711,4/28/22,16:14:22,FO,6,215,744,0,-,0.711,0,-,0.84,-,-,-,-,-,-,215,744,0.711,20220428-AQUE-001,20220428-AQUE-001-A
4/28/22 16:14,1369701,4/28/22,16:14:29,FO,7,174,584,0,-,0.702,0,-,0.84,-,-,-,-,-,-,174,584,0.702,20220428-AQUE-001,20220428-AQUE-001-A
4/28/22 16:14,1376943,4/28/22,16:14:37,FO,8,195,685,0,-,0.715,0,-,0.84,-,-,-,-,-,-,195,685,0.715,20220428-AQUE-001,20220428-AQUE-001-A
4/28/22 16:14,1383773,4/28/22,16:14:44,FO,9,195,735,0,-,0.735,0,-,0.84,-,-,-,-,-,-,195,735,0.735,20220428-AQUE-001,20220428-AQUE-001-A
4/28/22 16:14,1394492,4/28/22,16:14:54,FO,10,174,696,0,-,0.75,0,-,0.84,-,-,-,-,-,-,174,696,0.75,20220428-AQUE-001,20220428-AQUE-001-A
4/28/22 16:14,1398589,4/28/22,16:14:58,FO,11,7,7,0,-,-,-,-,0.84,-,-,-,-,-,-,7,7,-,NA,NA
4/28/22 16:15,1402355,4/28/22,16:15:02,FO,12,4,9,0,-,-,-,-,0.84,-,-,-,-,-,-,4,9,-,NA,NA
4/28/22 16:17,1558842,4/28/22,16:17:39,FO,13,182,785,0,-,0.768,0,-,0.84,-,-,-,-,-,-,182,785,0.768,20220428-AQUE-001,20220428-AQUE-001-B
4/28/22 16:17,1566222,4/28/22,16:17:46,FO,14,251,956,0,-,0.737,0,-,0.84,-,-,-,-,-,-,251,956,0.737,20220428-AQUE-001,20220428-AQUE-001-B
4/28/22 16:17,1573252,4/28/22,16:17:53,FO,15,225,815,0,-,0.724,0,-,0.84,-,-,-,-,-,-,225,815,0.724,20220428-AQUE-001,20220428-AQUE-001-B
4/28/22 16:18,1579434,4/28/22,16:17:59,FO,16,208,740,0,-,0.719,0,-,0.84,-,-,-,-,-,-,208,740,0.719,20220428-AQUE-001,20220428-AQUE-001-B
4/28/22 16:18,1585883,4/28/22,16:18:06,FO,17,249,892,0,-,0.721,0,-,0.84,-,-,-,-,-,-,249,892,0.721,20220428-AQUE-001,20220428-AQUE-001-B
4/28/22 16:18,1591748,4/28/22,16:18:12,FO,18,203,733,0,-,0.723,0,-,0.84,-,-,-,-,-,-,203,733,0.723,20220428-AQUE-001,20220428-AQUE-001-B
4/28/22 16:18,1597758,4/28/22,16:18:18,FO,19,205,745,0,-,0.725,0,-,0.84,-,-,-,-,-,-,205,745,0.725,20220428-AQUE-001,20220428-AQUE-001-B
4/28/22 16:18,1603821,4/28/22,16:18:24,FO,20,200,715,0,-,0.72,0,-,0.84,-,-,-,-,-,-,200,715,0.72,20220428-AQUE-001,20220428-AQUE-001-B
4/28/22 16:18,1610605,4/28/22,16:18:30,FO,21,207,739,0,-,0.72,0,-,0.84,-,-,-,-,-,-,207,739,0.72,20220428-AQUE-001,20220428-AQUE-001-B
4/28/22 16:18,1619890,4/28/22,16:18:40,FO,22,190,716,0,-,0.735,0,-,0.84,-,-,-,-,-,-,190,716,0.735,20220428-AQUE-001,20220428-AQUE-001-B
4/28/22 16:18,1623672,4/28/22,16:18:43,FO,23,7,7,0,-,-,-,-,0.84,-,-,-,-,-,-,7,7,-,NA,NA
4/28/22 16:18,1627030,4/28/22,16:18:47,FO,24,3,6,0,-,-,-,-,0.84,-,-,-,-,-,-,3,6,-,NA,NA
4/28/22 16:20,1706424,4/28/22,16:20:06,FO,25,161,701,0,-,0.77,0,-,0.84,-,-,-,-,-,-,161,701,0.77,20220428-AQUE-001,20220428-AQUE-001-C
4/28/22 16:20,1713752,4/28/22,16:20:14,FO,26,218,966,0,-,0.774,0,-,0.84,-,-,-,-,-,-,218,966,0.774,20220428-AQUE-001,20220428-AQUE-001-C
4/28/22 16:20,1720099,4/28/22,16:20:20,FO,27,166,728,0,-,0.772,0,-,0.84,-,-,-,-,-,-,166,728,0.772,20220428-AQUE-001,20220428-AQUE-001-C
4/28/22 16:20,1725968,4/28/22,16:20:26,FO,28,177,755,0,-,0.766,0,-,0.84,-,-,-,-,-,-,177,755,0.766,20220428-AQUE-001,20220428-AQUE-001-C
4/28/22 16:20,1731418,4/28/22,16:20:31,FO,29,184,538,0,-,0.658,0,-,0.84,-,-,-,-,-,-,184,538,0.658,20220428-AQUE-001,20220428-AQUE-001-C
4/28/22 16:20,1737461,4/28/22,16:20:37,FO,30,184,556,0,-,0.669,0,-,0.84,-,-,-,-,-,-,184,556,0.669,20220428-AQUE-001,20220428-AQUE-001-C
4/28/22 16:20,1746353,4/28/22,16:20:46,FO,31,251,799,0,-,0.686,0,-,0.84,-,-,-,-,-,-,251,799,0.686,20220428-AQUE-001,20220428-AQUE-001-C
4/28/22 16:20,1752895,4/28/22,16:20:53,FO,32,182,713,0,-,0.745,0,-,0.84,-,-,-,-,-,-,182,713,0.745,20220428-AQUE-001,20220428-AQUE-001-C
4/28/22 16:20,1759108,4/28/22,16:20:59,FO,33,205,653,0,-,0.686,0,-,0.84,-,-,-,-,-,-,205,653,0.686,20220428-AQUE-001,20220428-AQUE-001-C
4/28/22 16:21,1771104,4/28/22,16:21:11,FO,34,188,586,0,-,0.679,0,-,0.84,-,-,-,-,-,-,188,586,0.679,20220428-AQUE-001,20220428-AQUE-001-C
4/28/22 16:21,1775251,4/28/22,16:21:15,FO,35,6,7,0,-,-,-,-,0.84,-,-,-,-,-,-,6,7,-,NA,NA
4/28/22 16:21,1779414,4/28/22,16:21:19,FO,36,15,15,0,-,-,-,-,0.84,-,-,-,-,-,-,15,15,0,NA,NA
4/28/22 16:23,1906733,4/28/22,16:23:27,FO,37,182,690,0,-,0.736,0,-,0.84,-,-,-,-,-,-,182,690,0.736,20220428-AQUE-001,20220428-AQUE-001-D
4/28/22 16:23,1912873,4/28/22,16:23:33,FO,38,188,721,0,-,0.739,0,-,0.84,-,-,-,-,-,-,188,721,0.739,20220428-AQUE-001,20220428-AQUE-001-D
4/28/22 16:23,1919611,4/28/22,16:23:39,FO,39,187,717,0,-,0.739,0,-,0.84,-,-,-,-,-,-,187,717,0.739,20220428-AQUE-001,20220428-AQUE-001-D
4/28/22 16:23,1925356,4/28/22,16:23:45,FO,40,186,632,0,-,0.706,0,-,0.84,-,-,-,-,-,-,186,632,0.706,20220428-AQUE-001,20220428-AQUE-001-D
4/28/22 16:23,1932627,4/28/22,16:23:52,FO,41,189,790,0,-,0.761,0,-,0.84,-,-,-,-,-,-,189,790,0.761,20220428-AQUE-001,20220428-AQUE-001-D
4/28/22 16:24,1940344,4/28/22,16:24:00,FO,42,177,702,0,-,0.748,0,-,0.84,-,-,-,-,-,-,177,702,0.748,20220428-AQUE-001,20220428-AQUE-001-D
4/28/22 16:24,1945676,4/28/22,16:24:05,FO,43,187,694,0,-,0.731,0,-,0.84,-,-,-,-,-,-,187,694,0.731,20220428-AQUE-001,20220428-AQUE-001-D
4/28/22 16:24,1951526,4/28/22,16:24:11,FO,44,185,689,0,-,0.731,0,-,0.84,-,-,-,-,-,-,185,689,0.731,20220428-AQUE-001,20220428-AQUE-001-D
4/28/22 16:24,1956874,4/28/22,16:24:17,FO,45,190,709,0,-,0.732,0,-,0.84,-,-,-,-,-,-,190,709,0.732,20220428-AQUE-001,20220428-AQUE-001-D
4/28/22 16:24,1962744,4/28/22,16:24:23,FO,46,263,917,0,-,0.713,0,-,0.84,-,-,-,-,-,-,263,917,0.713,20220428-AQUE-001,20220428-AQUE-001-D
4/28/22 16:24,1974586,4/28/22,16:24:34,FO,47,10,10,0,-,-,-,-,0.84,-,-,-,-,-,-,10,10,0,NA,NA
4/28/22 16:24,1978469,4/28/22,16:24:38,FO,48,7,8,0,-,-,-,-,0.84,-,-,-,-,-,-,7,8,-,NA,NA
4/28/22 16:25,2057117,4/28/22,16:25:57,FO,49,208,788,0,-,0.736,0,-,0.84,-,-,-,-,-,-,208,788,0.736,20220428-AQUE-001,20220428-AQUE-001-E
4/28/22 16:26,2062692,4/28/22,16:26:02,FO,50,201,633,0,-,0.682,0,-,0.84,-,-,-,-,-,-,201,633,0.682,20220428-AQUE-001,20220428-AQUE-001-E
4/28/22 16:26,2067850,4/28/22,16:26:08,FO,51,209,709,0,-,0.705,0,-,0.84,-,-,-,-,-,-,209,709,0.705,20220428-AQUE-001,20220428-AQUE-001-E
4/28/22 16:26,2073806,4/28/22,16:26:14,FO,52,210,730,0,-,0.712,0,-,0.84,-,-,-,-,-,-,210,730,0.712,20220428-AQUE-001,20220428-AQUE-001-E
4/28/22 16:26,2079332,4/28/22,16:26:19,FO,53,279,992,0,-,0.719,0,-,0.84,-,-,-,-,-,-,279,992,0.719,20220428-AQUE-001,20220428-AQUE-001-E
4/28/22 16:26,2084433,4/28/22,16:26:24,FO,54,204,642,0,-,0.682,0,-,0.84,-,-,-,-,-,-,204,642,0.682,20220428-AQUE-001,20220428-AQUE-001-E
4/28/22 16:26,2089839,4/28/22,16:26:30,FO,55,239,731,0,-,0.673,0,-,0.84,-,-,-,-,-,-,239,731,0.673,20220428-AQUE-001,20220428-AQUE-001-E
4/28/22 16:26,2094899,4/28/22,16:26:35,FO,56,323,1146,0,-,0.718,0,-,0.84,-,-,-,-,-,-,323,1146,0.718,20220428-AQUE-001,20220428-AQUE-001-E
4/28/22 16:26,2101263,4/28/22,16:26:41,FO,57,205,791,0,-,0.741,0,-,0.84,-,-,-,-,-,-,205,791,0.741,20220428-AQUE-001,20220428-AQUE-001-E
4/28/22 16:26,2114179,4/28/22,16:26:54,FO,58,328,1072,0,-,0.694,0,-,0.84,-,-,-,-,-,-,328,1072,0.694,20220428-AQUE-001,20220428-AQUE-001-E
4/28/22 16:26,2118489,4/28/22,16:26:58,FO,59,3,9,0,-,-,-,-,0.84,-,-,-,-,-,-,3,9,-,NA,NA
4/28/22 16:27,2122405,4/28/22,16:27:02,FO,60,5,8,0,-,-,-,-,0.84,-,-,-,-,-,-,5,8,-,NA,NA
4/28/22 16:28,2199449,4/28/22,16:28:19,FO,61,180,702,0,-,0.744,0,-,0.84,-,-,-,-,-,-,180,702,0.744,20220428-AQUE-001,20220428-AQUE-001-F
4/28/22 16:28,2206357,4/28/22,16:28:26,FO,62,191,760,0,-,0.749,0,-,0.84,-,-,-,-,-,-,191,760,0.749,20220428-AQUE-001,20220428-AQUE-001-F
4/28/22 16:28,2216014,4/28/22,16:28:36,FO,63,256,1040,0,-,0.754,0,-,0.84,-,-,-,-,-,-,256,1040,0.754,20220428-AQUE-001,20220428-AQUE-001-F
4/28/22 16:28,2225095,4/28/22,16:28:45,FO,64,181,694,0,-,0.739,0,-,0.84,-,-,-,-,-,-,181,694,0.739,20220428-AQUE-001,20220428-AQUE-001-F
4/28/22 16:28,2232300,4/28/22,16:28:52,FO,65,185,655,0,-,0.718,0,-,0.84,-,-,-,-,-,-,185,655,0.718,20220428-AQUE-001,20220428-AQUE-001-F
4/28/22 16:28,2239163,4/28/22,16:28:59,FO,66,187,659,0,-,0.716,0,-,0.84,-,-,-,-,-,-,187,659,0.716,20220428-AQUE-001,20220428-AQUE-001-F
4/28/22 16:29,2245467,4/28/22,16:29:05,FO,67,179,657,0,-,0.728,0,-,0.84,-,-,-,-,-,-,179,657,0.728,20220428-AQUE-001,20220428-AQUE-001-F
4/28/22 16:29,2253285,4/28/22,16:29:13,FO,68,205,799,0,-,0.743,0,-,0.84,-,-,-,-,-,-,205,799,0.743,20220428-AQUE-001,20220428-AQUE-001-F
4/28/22 16:29,2258665,4/28/22,16:29:18,FO,69,190,703,0,-,0.73,0,-,0.84,-,-,-,-,-,-,190,703,0.73,20220428-AQUE-001,20220428-AQUE-001-F
4/28/22 16:29,2266394,4/28/22,16:29:26,FO,70,180,688,0,-,0.738,0,-,0.84,-,-,-,-,-,-,180,688,0.738,20220428-AQUE-001,20220428-AQUE-001-F
4/28/22 16:29,2278112,4/28/22,16:29:38,FO,71,7,7,0,-,-,-,-,0.84,-,-,-,-,-,-,7,7,-,NA,NA
4/28/22 16:29,2282482,4/28/22,16:29:42,FO,72,6,6,0,-,-,-,-,0.84,-,-,-,-,-,-,6,6,-,NA,NA
4/28/22 16:31,2404831,4/28/22,16:31:45,FO,73,199,703,0,-,0.717,0,-,0.84,-,-,-,-,-,-,199,703,0.717,20220428-AQUE-001,20220428-AQUE-001-G
4/28/22 16:31,2410075,4/28/22,16:31:50,FO,74,194,710,0,-,0.727,0,-,0.84,-,-,-,-,-,-,194,710,0.727,20220428-AQUE-001,20220428-AQUE-001-G
4/28/22 16:31,2414925,4/28/22,16:31:55,FO,75,202,713,0,-,0.717,0,-,0.84,-,-,-,-,-,-,202,713,0.717,20220428-AQUE-001,20220428-AQUE-001-G
4/28/22 16:32,2420208,4/28/22,16:32:00,FO,76,315,1145,0,-,0.725,0,-,0.84,-,-,-,-,-,-,315,1145,0.725,20220428-AQUE-001,20220428-AQUE-001-G
4/28/22 16:32,2425508,4/28/22,16:32:05,FO,77,197,749,0,-,0.737,0,-,0.84,-,-,-,-,-,-,197,749,0.737,20220428-AQUE-001,20220428-AQUE-001-G
4/28/22 16:32,2430836,4/28/22,16:32:11,FO,78,207,725,0,-,0.714,0,-,0.84,-,-,-,-,-,-,207,725,0.714,20220428-AQUE-001,20220428-AQUE-001-G
4/28/22 16:32,2436933,4/28/22,16:32:17,FO,79,244,905,0,-,0.73,0,-,0.84,-,-,-,-,-,-,244,905,0.73,20220428-AQUE-001,20220428-AQUE-001-G
4/28/22 16:32,2442027,4/28/22,16:32:22,FO,80,311,1154,0,-,0.731,0,-,0.84,-,-,-,-,-,-,311,1154,0.731,20220428-AQUE-001,20220428-AQUE-001-G
4/28/22 16:32,2448174,4/28/22,16:32:28,FO,81,207,731,0,-,0.717,0,-,0.84,-,-,-,-,-,-,207,731,0.717,20220428-AQUE-001,20220428-AQUE-001-G
4/28/22 16:32,2454010,4/28/22,16:32:34,FO,82,206,724,0,-,0.715,0,-,0.84,-,-,-,-,-,-,206,724,0.715,20220428-AQUE-001,20220428-AQUE-001-G
4/28/22 16:32,2463230,4/28/22,16:32:43,FO,83,7,10,0,-,-,-,-,0.84,-,-,-,-,-,-,7,10,-,NA,NA
4/28/22 16:32,2467227,4/28/22,16:32:47,FO,84,6,9,0,-,-,-,-,0.84,-,-,-,-,-,-,6,9,-,NA,NA
4/28/22 16:34,2539685,4/28/22,16:33:59,FO,85,188,706,0,-,0.734,0,-,0.84,-,-,-,-,-,-,188,706,0.734,20220428-AQUE-001,20220428-AQUE-001-H
4/28/22 16:34,2547063,4/28/22,16:34:07,FO,86,241,903,0,-,0.733,0,-,0.84,-,-,-,-,-,-,241,903,0.733,20220428-AQUE-001,20220428-AQUE-001-H
4/28/22 16:34,2553779,4/28/22,16:34:14,FO,87,187,717,0,-,0.739,0,-,0.84,-,-,-,-,-,-,187,717,0.739,20220428-AQUE-001,20220428-AQUE-001-H
4/28/22 16:34,2559008,4/28/22,16:34:19,FO,88,194,764,0,-,0.746,0,-,0.84,-,-,-,-,-,-,194,764,0.746,20220428-AQUE-001,20220428-AQUE-001-H
4/28/22 16:34,2565908,4/28/22,16:34:26,FO,89,176,701,0,-,0.749,0,-,0.84,-,-,-,-,-,-,176,701,0.749,20220428-AQUE-001,20220428-AQUE-001-H
4/28/22 16:34,2574759,4/28/22,16:34:35,FO,90,234,989,0,-,0.763,0,-,0.84,-,-,-,-,-,-,234,989,0.763,20220428-AQUE-001,20220428-AQUE-001-H
4/28/22 16:34,2581481,4/28/22,16:34:41,FO,91,183,796,0,-,0.77,0,-,0.84,-,-,-,-,-,-,183,796,0.77,20220428-AQUE-001,20220428-AQUE-001-H
4/28/22 16:34,2587366,4/28/22,16:34:47,FO,92,180,748,0,-,0.759,0,-,0.84,-,-,-,-,-,-,180,748,0.759,20220428-AQUE-001,20220428-AQUE-001-H
4/28/22 16:34,2592461,4/28/22,16:34:52,FO,93,183,744,0,-,0.754,0,-,0.84,-,-,-,-,-,-,183,744,0.754,20220428-AQUE-001,20220428-AQUE-001-H
4/28/22 16:34,2597513,4/28/22,16:34:57,FO,94,184,673,0,-,0.727,0,-,0.84,-,-,-,-,-,-,184,673,0.727,20220428-AQUE-001,20220428-AQUE-001-H
4/28/22 16:35,2601902,4/28/22,16:35:02,FO,95,6,6,0,-,-,-,-,0.84,-,-,-,-,-,-,6,6,-,NA,NA
4/28/22 16:35,2605807,4/28/22,16:35:06,FO,96,7,10,0,-,-,-,-,0.84,-,-,-,-,-,-,7,10,-,NA,NA
4/28/22 16:36,2697349,4/28/22,16:36:37,FO,97,205,901,0,-,0.772,0,-,0.84,-,-,-,-,-,-,205,901,0.772,20220428-AQUE-001,20220428-AQUE-001-I
4/28/22 16:36,2702862,4/28/22,16:36:43,FO,98,168,689,0,-,0.756,0,-,0.84,-,-,-,-,-,-,168,689,0.756,20220428-AQUE-001,20220428-AQUE-001-I
4/28/22 16:36,2708502,4/28/22,16:36:48,FO,99,230,898,0,-,0.744,0,-,0.84,-,-,-,-,-,-,230,898,0.744,20220428-AQUE-001,20220428-AQUE-001-I
4/28/22 16:36,2714165,4/28/22,16:36:54,FO,100,200,816,0,-,0.755,0,-,0.84,-,-,-,-,-,-,200,816,0.755,20220428-AQUE-001,20220428-AQUE-001-I
4/28/22 16:36,2719136,4/28/22,16:36:59,FO,101,180,741,0,-,0.757,0,-,0.84,-,-,-,-,-,-,180,741,0.757,20220428-AQUE-001,20220428-AQUE-001-I
4/28/22 16:37,2724573,4/28/22,16:37:04,FO,102,181,751,0,-,0.759,0,-,0.84,-,-,-,-,-,-,181,751,0.759,20220428-AQUE-001,20220428-AQUE-001-I
4/28/22 16:37,2730043,4/28/22,16:37:10,FO,103,191,705,0,-,0.729,0,-,0.84,-,-,-,-,-,-,191,705,0.729,20220428-AQUE-001,20220428-AQUE-001-I
4/28/22 16:37,2737162,4/28/22,16:37:17,FO,104,183,682,0,-,0.732,0,-,0.84,-,-,-,-,-,-,183,682,0.732,20220428-AQUE-001,20220428-AQUE-001-I
4/28/22 16:37,2742494,4/28/22,16:37:22,FO,105,278,1025,0,-,0.729,0,-,0.84,-,-,-,-,-,-,278,1025,0.729,20220428-AQUE-001,20220428-AQUE-001-I
4/28/22 16:37,2747285,4/28/22,16:37:27,FO,106,194,705,0,-,0.725,0,-,0.84,-,-,-,-,-,-,194,705,0.725,20220428-AQUE-001,20220428-AQUE-001-I
4/28/22 16:37,2751517,4/28/22,16:37:31,FO,107,5,9,0,-,-,-,-,0.84,-,-,-,-,-,-,5,9,-,NA,NA
4/28/22 16:37,2755785,4/28/22,16:37:36,FO,108,4,8,0,-,-,-,-,0.84,-,-,-,-,-,-,4,8,-,NA,NA
4/28/22 16:38,2829601,4/28/22,16:38:49,FO,109,204,797,0,-,0.744,0,-,0.84,-,-,-,-,-,-,204,797,0.744,20220428-AQUE-001,20220428-AQUE-001-J
4/28/22 16:38,2835166,4/28/22,16:38:55,FO,110,214,823,0,-,0.74,0,-,0.84,-,-,-,-,-,-,214,823,0.74,20220428-AQUE-001,20220428-AQUE-001-J
4/28/22 16:39,2840915,4/28/22,16:39:01,FO,111,227,832,0,-,0.727,0,-,0.84,-,-,-,-,-,-,227,832,0.727,20220428-AQUE-001,20220428-AQUE-001-J
4/28/22 16:39,2847246,4/28/22,16:39:07,FO,112,187,743,0,-,0.748,0,-,0.84,-,-,-,-,-,-,187,743,0.748,20220428-AQUE-001,20220428-AQUE-001-J
4/28/22 16:39,2853655,4/28/22,16:39:13,FO,113,203,790,0,-,0.743,0,-,0.84,-,-,-,-,-,-,203,790,0.743,20220428-AQUE-001,20220428-AQUE-001-J
4/28/22 16:39,2859437,4/28/22,16:39:19,FO,114,232,847,0,-,0.726,0,-,0.84,-,-,-,-,-,-,232,847,0.726,20220428-AQUE-001,20220428-AQUE-001-J
4/28/22 16:39,2865109,4/28/22,16:39:25,FO,115,183,683,0,-,0.732,0,-,0.84,-,-,-,-,-,-,183,683,0.732,20220428-AQUE-001,20220428-AQUE-001-J
4/28/22 16:39,2869863,4/28/22,16:39:30,FO,116,190,712,0,-,0.733,0,-,0.84,-,-,-,-,-,-,190,712,0.733,20220428-AQUE-001,20220428-AQUE-001-J
4/28/22 16:39,2874760,4/28/22,16:39:35,FO,117,183,685,0,-,0.733,0,-,0.84,-,-,-,-,-,-,183,685,0.733,20220428-AQUE-001,20220428-AQUE-001-J
4/28/22 16:39,2880367,4/28/22,16:39:40,FO,118,185,671,0,-,0.724,0,-,0.84,-,-,-,-,-,-,185,671,0.724,20220428-AQUE-001,20220428-AQUE-001-J
4/28/22 16:39,2889920,4/28/22,16:39:50,FO,119,6,17,0,-,-,-,-,0.84,-,-,-,-,-,-,6,17,-,NA,NA
4/28/22 16:39,2893950,4/28/22,16:39:54,FO,120,7,17,0,-,-,-,-,0.84,-,-,-,-,-,-,7,17,-,NA,NA
4/28/22 16:41,2963419,4/28/22,16:41:03,FO,121,258,938,0,-,0.725,0,-,0.84,-,-,-,-,-,-,258,938,0.725,20220428-AQUE-001,20220428-AQUE-001-K
4/28/22 16:41,2969611,4/28/22,16:41:09,FO,122,163,636,0,-,0.744,0,-,0.84,-,-,-,-,-,-,163,636,0.744,20220428-AQUE-001,20220428-AQUE-001-K
4/28/22 16:41,2974508,4/28/22,16:41:14,FO,123,169,677,0,-,0.75,0,-,0.84,-,-,-,-,-,-,169,677,0.75,20220428-AQUE-001,20220428-AQUE-001-K
4/28/22 16:41,2980068,4/28/22,16:41:20,FO,124,217,781,0,-,0.722,0,-,0.84,-,-,-,-,-,-,217,781,0.722,20220428-AQUE-001,20220428-AQUE-001-K
4/28/22 16:41,2985934,4/28/22,16:41:26,FO,125,179,668,0,-,0.732,0,-,0.84,-,-,-,-,-,-,179,668,0.732,20220428-AQUE-001,20220428-AQUE-001-K
4/28/22 16:41,2991736,4/28/22,16:41:32,FO,126,197,722,0,-,0.727,0,-,0.84,-,-,-,-,-,-,197,722,0.727,20220428-AQUE-001,20220428-AQUE-001-K
4/28/22 16:41,2997491,4/28/22,16:41:37,FO,127,186,719,0,-,0.741,0,-,0.84,-,-,-,-,-,-,186,719,0.741,20220428-AQUE-001,20220428-AQUE-001-K
4/28/22 16:41,3003179,4/28/22,16:41:43,FO,128,194,754,0,-,0.743,0,-,0.84,-,-,-,-,-,-,194,754,0.743,20220428-AQUE-001,20220428-AQUE-001-K
4/28/22 16:41,3008327,4/28/22,16:41:48,FO,129,5,19,0,-,-,-,-,0.84,-,-,-,-,-,-,5,19,-,NA,NA
4/28/22 16:42,3021824,4/28/22,16:42:02,FO,130,197,713,0,-,0.724,0,-,0.84,-,-,-,-,-,-,197,713,0.724,20220428-AQUE-001,20220428-AQUE-001-K
4/28/22 16:42,3029009,4/28/22,16:42:09,FO,131,186,661,0,-,0.719,0,-,0.84,-,-,-,-,-,-,186,661,0.719,20220428-AQUE-001,20220428-AQUE-001-K
4/28/22 16:42,3033483,4/28/22,16:42:13,FO,132,0,15,0,-,-,-,-,0.84,-,-,-,-,-,-,0,15,-,NA,NA
4/28/22 16:42,3037722,4/28/22,16:42:18,FO,133,3,3,0,-,-,-,-,0.84,-,-,-,-,-,-,3,3,-,NA,NA