Datetime,Time (abs/ms),Time (rel/ms),Date,Time,Type,No.,1:F,1:Fm',1:PAR,1:Temp,1:Y (II),1:Fo',1:ETR-F.,1:qP,1:qN,1:qL,1:NPQ,1:Y (NO),1:Y (NPQ),1:Fo,1:Fm,1:Fv/Fm,1:AHum,1:Oxyg.,1:X1,1:X2,specimen_ID,subsample_ID
7/25/23 18:51,1.69E+12,8162939,7/25/23,18:50:59,FO,326,165,342,0,-,0.518,-,0.84,-,-,-,-,-,-,165,342,0.518,-,-,-,-,20230725-BULL-010,20230725-BULL-010-C
7/25/23 18:51,1.69E+12,8173458,7/25/23,18:51:10,FO,327,159,312,0,-,0.49,-,0.84,-,-,-,-,-,-,159,312,0.49,-,-,-,-,20230725-BULL-010,20230725-BULL-010-C
7/25/23 18:51,1.69E+12,8183382,7/25/23,18:51:20,FO,328,133,261,0,-,0.49,-,0.84,-,-,-,-,-,-,133,261,0.49,-,-,-,-,20230725-BULL-010,20230725-BULL-010-C
7/25/23 18:51,1.69E+12,8188263,7/25/23,18:51:25,FO,329,4,7,0,-,-,-,0.84,-,-,-,-,-,-,4,7,-,-,-,-,-,NA,NA
7/25/23 18:51,1.69E+12,8192032,7/25/23,18:51:29,FO,330,2,6,0,-,-,-,0.84,-,-,-,-,-,-,2,6,-,-,-,-,-,NA,NA
7/25/23 18:55,1.69E+12,8438008,7/25/23,18:55:34,FO,331,123,218,0,-,0.436,-,0.84,-,-,-,-,-,-,123,218,0.436,-,-,-,-,20230725-BULL-011,20230725-BULL-011-A
7/25/23 18:55,1.69E+12,8454741,7/25/23,18:55:51,FO,332,132,252,0,-,0.476,-,0.84,-,-,-,-,-,-,132,252,0.476,-,-,-,-,20230725-BULL-011,20230725-BULL-011-A
7/25/23 18:56,1.69E+12,8467404,7/25/23,18:56:04,FO,333,112,179,0,-,0.374,-,0.84,-,-,-,-,-,-,112,179,0.374,-,-,-,-,20230725-BULL-011,20230725-BULL-011-A
7/25/23 18:56,1.69E+12,8478482,7/25/23,18:56:15,FO,334,162,311,0,-,0.479,-,0.84,-,-,-,-,-,-,162,311,0.479,-,-,-,-,20230725-BULL-011,20230725-BULL-011-A
7/25/23 18:56,1.69E+12,8492341,7/25/23,18:56:29,FO,335,133,234,0,-,0.432,-,0.84,-,-,-,-,-,-,133,234,0.432,-,-,-,-,20230725-BULL-011,20230725-BULL-011-A
7/25/23 18:56,1.69E+12,8502903,7/25/23,18:56:39,FO,336,153,292,0,-,0.476,-,0.84,-,-,-,-,-,-,153,292,0.476,-,-,-,-,20230725-BULL-011,20230725-BULL-011-A
7/25/23 18:56,1.69E+12,8513229,7/25/23,18:56:50,FO,337,145,226,0,-,0.358,-,0.84,-,-,-,-,-,-,145,226,0.358,-,-,-,-,20230725-BULL-011,20230725-BULL-011-A
7/25/23 18:57,1.69E+12,8530373,7/25/23,18:57:07,FO,338,127,180,0,-,0.294,-,0.84,-,-,-,-,-,-,127,180,0.294,-,-,-,-,20230725-BULL-011,20230725-BULL-011-A
7/25/23 18:57,1.69E+12,8542199,7/25/23,18:57:19,FO,339,135,204,0,-,0.338,-,0.84,-,-,-,-,-,-,135,204,0.338,-,-,-,-,20230725-BULL-011,20230725-BULL-011-A
7/25/23 18:57,1.69E+12,8553168,7/25/23,18:57:30,FO,340,116,178,0,-,0.348,-,0.84,-,-,-,-,-,-,116,178,0.348,-,-,-,-,20230725-BULL-011,20230725-BULL-011-A
7/25/23 18:57,1.69E+12,8563945,7/25/23,18:57:40,FO,341,3,5,0,-,-,-,0.84,-,-,-,-,-,-,3,5,-,-,-,-,-,NA,NA
7/25/23 18:57,1.69E+12,8567752,7/25/23,18:57:44,FO,342,5,6,0,-,-,-,0.84,-,-,-,-,-,-,5,6,-,-,-,-,-,NA,NA
7/25/23 18:58,1.69E+12,8593041,7/25/23,18:58:10,FO,343,114,172,0,-,0.337,-,0.84,-,-,-,-,-,-,114,172,0.337,-,-,-,-,20230725-BULL-011,20230725-BULL-011-B
7/25/23 18:58,1.69E+12,8603525,7/25/23,18:58:20,FO,344,81,155,0,-,0.477,-,0.84,-,-,-,-,-,-,81,155,0.477,-,-,-,-,20230725-BULL-011,20230725-BULL-011-B
7/25/23 18:58,1.69E+12,8615610,7/25/23,18:58:32,FO,345,138,211,0,-,0.346,-,0.84,-,-,-,-,-,-,138,211,0.346,-,-,-,-,20230725-BULL-011,20230725-BULL-011-B
7/25/23 18:58,1.69E+12,8623983,7/25/23,18:58:40,FO,346,117,198,0,-,0.409,-,0.84,-,-,-,-,-,-,117,198,0.409,-,-,-,-,20230725-BULL-011,20230725-BULL-011-B
7/25/23 18:58,1.69E+12,8634348,7/25/23,18:58:51,FO,347,112,179,0,-,0.374,-,0.84,-,-,-,-,-,-,112,179,0.374,-,-,-,-,20230725-BULL-011,20230725-BULL-011-B
7/25/23 18:59,1.69E+12,8652226,7/25/23,18:59:09,FO,348,141,277,0,-,0.491,-,0.84,-,-,-,-,-,-,141,277,0.491,-,-,-,-,20230725-BULL-011,20230725-BULL-011-B
7/25/23 18:59,1.69E+12,8666348,7/25/23,18:59:23,FO,349,106,175,0,-,0.394,-,0.84,-,-,-,-,-,-,106,175,0.394,-,-,-,-,20230725-BULL-011,20230725-BULL-011-B
7/25/23 18:59,1.69E+12,8676787,7/25/23,18:59:33,FO,350,117,150,0,-,0.22,-,0.84,-,-,-,-,-,-,117,150,0.22,-,-,-,-,20230725-BULL-011,20230725-BULL-011-B
7/25/23 18:59,1.69E+12,8686462,7/25/23,18:59:43,FO,351,155,252,0,-,0.385,-,0.84,-,-,-,-,-,-,155,252,0.385,-,-,-,-,20230725-BULL-011,20230725-BULL-011-B
7/25/23 18:59,1.69E+12,8695779,7/25/23,18:59:52,FO,352,138,261,0,-,0.471,-,0.84,-,-,-,-,-,-,138,261,0.471,-,-,-,-,20230725-BULL-011,20230725-BULL-011-B
7/25/23 19:00,1.69E+12,8702898,7/25/23,18:59:59,FO,353,6,6,0,-,-,-,0.84,-,-,-,-,-,-,6,6,-,-,-,-,-,NA,NA
7/25/23 19:00,1.69E+12,8706717,7/25/23,19:00:03,FO,354,3,7,0,-,-,-,0.84,-,-,-,-,-,-,3,7,-,-,-,-,-,NA,NA
7/25/23 19:00,1.69E+12,8736022,7/25/23,19:00:32,FO,355,87,168,0,-,0.482,-,0.84,-,-,-,-,-,-,87,168,0.482,-,-,-,-,20230725-BULL-011,20230725-BULL-011-C
7/25/23 19:00,1.69E+12,8748718,7/25/23,19:00:45,FO,356,76,207,0,-,0.633,-,0.84,-,-,-,-,-,-,76,207,0.633,-,-,-,-,20230725-BULL-011,20230725-BULL-011-C
7/25/23 19:01,1.69E+12,8762693,7/25/23,19:00:59,FO,357,130,232,0,-,0.44,-,0.84,-,-,-,-,-,-,130,232,0.44,-,-,-,-,20230725-BULL-011,20230725-BULL-011-C
7/25/23 19:01,1.69E+12,8778105,7/25/23,19:01:15,FO,358,69,163,0,-,0.577,-,0.84,-,-,-,-,-,-,69,163,0.577,-,-,-,-,20230725-BULL-011,20230725-BULL-011-C
7/25/23 19:01,1.69E+12,8788021,7/25/23,19:01:24,FO,359,142,302,0,-,0.53,-,0.84,-,-,-,-,-,-,142,302,0.53,-,-,-,-,20230725-BULL-011,20230725-BULL-011-C
7/25/23 19:01,1.69E+12,8795617,7/25/23,19:01:32,FO,360,189,311,0,-,0.392,-,0.84,-,-,-,-,-,-,189,311,0.392,-,-,-,-,20230725-BULL-011,20230725-BULL-011-C
7/25/23 19:01,1.69E+12,8805380,7/25/23,19:01:42,FO,361,107,200,0,-,0.465,-,0.84,-,-,-,-,-,-,107,200,0.465,-,-,-,-,20230725-BULL-011,20230725-BULL-011-C
7/25/23 19:01,1.69E+12,8815148,7/25/23,19:01:52,FO,362,153,429,0,-,0.643,-,0.84,-,-,-,-,-,-,153,429,0.643,-,-,-,-,20230725-BULL-011,20230725-BULL-011-C
7/25/23 19:02,1.69E+12,8824300,7/25/23,19:02:01,FO,363,81,136,0,-,0.404,-,0.84,-,-,-,-,-,-,81,136,0.404,-,-,-,-,20230725-BULL-011,20230725-BULL-011-C
7/25/23 19:02,1.69E+12,8834315,7/25/23,19:02:11,FO,364,133,238,0,-,0.441,-,0.84,-,-,-,-,-,-,133,238,0.441,-,-,-,-,20230725-BULL-011,20230725-BULL-011-C
7/25/23 19:02,1.69E+12,8841007,7/25/23,19:02:17,FO,365,12,12,0,-,-,-,0.84,-,-,-,-,-,-,12,12,0,-,-,-,-,NA,NA
7/25/23 19:02,1.69E+12,8845433,7/25/23,19:02:22,FO,366,4,7,0,-,-,-,0.84,-,-,-,-,-,-,4,7,-,-,-,-,-,NA,NA
7/25/23 19:07,1.69E+12,9123747,7/25/23,19:07:00,FO,367,95,188,0,-,0.495,-,0.84,-,-,-,-,-,-,95,188,0.495,-,-,-,-,20230725-BULL-012,20230725-BULL-012-A
7/25/23 19:07,1.69E+12,9135894,7/25/23,19:07:12,FO,368,99,202,0,-,0.51,-,0.84,-,-,-,-,-,-,99,202,0.51,-,-,-,-,20230725-BULL-012,20230725-BULL-012-A
7/25/23 19:07,1.69E+12,9146012,7/25/23,19:07:22,FO,369,152,266,0,-,0.429,-,0.84,-,-,-,-,-,-,152,266,0.429,-,-,-,-,20230725-BULL-012,20230725-BULL-012-A
7/25/23 19:07,1.69E+12,9155166,7/25/23,19:07:32,FO,370,199,398,0,-,0.5,-,0.84,-,-,-,-,-,-,199,398,0.5,-,-,-,-,20230725-BULL-012,20230725-BULL-012-A
7/25/23 19:07,1.69E+12,9165200,7/25/23,19:07:42,FO,371,123,226,0,-,0.456,-,0.84,-,-,-,-,-,-,123,226,0.456,-,-,-,-,20230725-BULL-012,20230725-BULL-012-A
7/25/23 19:07,1.69E+12,9174205,7/25/23,19:07:51,FO,372,122,232,0,-,0.474,-,0.84,-,-,-,-,-,-,122,232,0.474,-,-,-,-,20230725-BULL-012,20230725-BULL-012-A
7/25/23 19:08,1.69E+12,9186658,7/25/23,19:08:03,FO,373,76,141,0,-,0.461,-,0.84,-,-,-,-,-,-,76,141,0.461,-,-,-,-,20230725-BULL-012,20230725-BULL-012-A
7/25/23 19:08,1.69E+12,9197797,7/25/23,19:08:14,FO,374,90,156,0,-,0.423,-,0.84,-,-,-,-,-,-,90,156,0.423,-,-,-,-,20230725-BULL-012,20230725-BULL-012-A
7/25/23 19:08,1.69E+12,9205728,7/25/23,19:08:22,FO,375,118,224,0,-,0.473,-,0.84,-,-,-,-,-,-,118,224,0.473,-,-,-,-,20230725-BULL-012,20230725-BULL-012-A
7/25/23 19:08,1.69E+12,9215200,7/25/23,19:08:32,FO,376,115,209,0,-,0.45,-,0.84,-,-,-,-,-,-,115,209,0.45,-,-,-,-,20230725-BULL-012,20230725-BULL-012-A
7/25/23 19:08,1.69E+12,9224261,7/25/23,19:08:41,FO,377,1,6,0,-,-,-,0.84,-,-,-,-,-,-,1,6,-,-,-,-,-,NA,NA
7/25/23 19:08,1.69E+12,9228209,7/25/23,19:08:45,FO,378,6,6,0,-,-,-,0.84,-,-,-,-,-,-,6,6,-,-,-,-,-,NA,NA
7/25/23 19:09,1.69E+12,9255538,7/25/23,19:09:12,FO,379,175,309,0,-,0.434,-,0.84,-,-,-,-,-,-,175,309,0.434,-,-,-,-,20230725-BULL-012,20230725-BULL-012-B
7/25/23 19:09,1.69E+12,9266114,7/25/23,19:09:23,FO,380,168,294,0,-,0.429,-,0.84,-,-,-,-,-,-,168,294,0.429,-,-,-,-,20230725-BULL-012,20230725-BULL-012-B
7/25/23 19:09,1.69E+12,9277557,7/25/23,19:09:34,FO,381,153,259,0,-,0.409,-,0.84,-,-,-,-,-,-,153,259,0.409,-,-,-,-,20230725-BULL-012,20230725-BULL-012-B
7/25/23 19:09,1.69E+12,9287128,7/25/23,19:09:44,FO,382,153,252,0,-,0.393,-,0.84,-,-,-,-,-,-,153,252,0.393,-,-,-,-,20230725-BULL-012,20230725-BULL-012-B
7/25/23 19:09,1.69E+12,9298379,7/25/23,19:09:55,FO,383,148,227,0,-,0.348,-,0.84,-,-,-,-,-,-,148,227,0.348,-,-,-,-,20230725-BULL-012,20230725-BULL-012-B
7/25/23 19:10,1.69E+12,9312589,7/25/23,19:10:09,FO,384,154,254,0,-,0.394,-,0.84,-,-,-,-,-,-,154,254,0.394,-,-,-,-,20230725-BULL-012,20230725-BULL-012-B
7/25/23 19:10,1.69E+12,9324217,7/25/23,19:10:21,FO,385,141,245,0,-,0.424,-,0.84,-,-,-,-,-,-,141,245,0.424,-,-,-,-,20230725-BULL-012,20230725-BULL-012-B
7/25/23 19:10,1.69E+12,9335750,7/25/23,19:10:32,FO,386,174,312,0,-,0.442,-,0.84,-,-,-,-,-,-,174,312,0.442,-,-,-,-,20230725-BULL-012,20230725-BULL-012-B
7/25/23 19:10,1.69E+12,9344795,7/25/23,19:10:41,FO,387,154,285,0,-,0.46,-,0.84,-,-,-,-,-,-,154,285,0.46,-,-,-,-,20230725-BULL-012,20230725-BULL-012-B
7/25/23 19:10,1.69E+12,9356529,7/25/23,19:10:53,FO,388,163,293,0,-,0.444,-,0.84,-,-,-,-,-,-,163,293,0.444,-,-,-,-,20230725-BULL-012,20230725-BULL-012-B
7/25/23 19:11,1.69E+12,9362892,7/25/23,19:10:59,FO,389,5,6,0,-,-,-,0.84,-,-,-,-,-,-,5,6,-,-,-,-,-,NA,NA
7/25/23 19:11,1.69E+12,9366548,7/25/23,19:11:03,FO,390,5,5,0,-,-,-,0.84,-,-,-,-,-,-,5,5,-,-,-,-,-,NA,NA
7/25/23 19:11,1.69E+12,9409191,7/25/23,19:11:46,FO,391,151,316,0,-,0.522,-,0.84,-,-,-,-,-,-,151,316,0.522,-,-,-,-,20230725-BULL-012,20230725-BULL-012-C
7/25/23 19:11,1.69E+12,9420999,7/25/23,19:11:57,FO,392,160,310,0,-,0.484,-,0.84,-,-,-,-,-,-,160,310,0.484,-,-,-,-,20230725-BULL-012,20230725-BULL-012-C
7/25/23 19:12,1.69E+12,9432907,7/25/23,19:12:09,FO,393,155,293,0,-,0.471,-,0.84,-,-,-,-,-,-,155,293,0.471,-,-,-,-,20230725-BULL-012,20230725-BULL-012-C
7/25/23 19:12,1.69E+12,9447181,7/25/23,19:12:24,FO,394,154,280,0,-,0.45,-,0.84,-,-,-,-,-,-,154,280,0.45,-,-,-,-,20230725-BULL-012,20230725-BULL-012-C
7/25/23 19:12,1.69E+12,9460653,7/25/23,19:12:37,FO,395,144,244,0,-,0.41,-,0.84,-,-,-,-,-,-,144,244,0.41,-,-,-,-,20230725-BULL-012,20230725-BULL-012-C
7/25/23 19:12,1.69E+12,9471364,7/25/23,19:12:48,FO,396,140,242,0,-,0.421,-,0.84,-,-,-,-,-,-,140,242,0.421,-,-,-,-,20230725-BULL-012,20230725-BULL-012-C
7/25/23 19:12,1.69E+12,9481930,7/25/23,19:12:58,FO,397,155,277,0,-,0.44,-,0.84,-,-,-,-,-,-,155,277,0.44,-,-,-,-,20230725-BULL-012,20230725-BULL-012-C
7/25/23 19:13,1.69E+12,9495249,7/25/23,19:13:12,FO,398,162,282,0,-,0.426,-,0.84,-,-,-,-,-,-,162,282,0.426,-,-,-,-,20230725-BULL-012,20230725-BULL-012-C
7/25/23 19:13,1.69E+12,9503939,7/25/23,19:13:20,FO,399,143,259,0,-,0.448,-,0.84,-,-,-,-,-,-,143,259,0.448,-,-,-,-,20230725-BULL-012,20230725-BULL-012-C
7/25/23 19:13,1.69E+12,9509691,7/25/23,19:13:26,FO,400,9,9,0,-,-,-,0.84,-,-,-,-,-,-,9,9,-,-,-,-,-,NA,NA
7/25/23 19:13,1.69E+12,9513835,7/25/23,19:13:30,FO,401,7,7,0,-,-,-,0.84,-,-,-,-,-,-,7,7,-,-,-,-,-,NA,NA
7/25/23 19:18,1.69E+12,9842128,7/25/23,19:18:59,FO,402,199,390,0,-,0.49,-,0.84,-,-,-,-,-,-,199,390,0.49,-,-,-,-,20230725-BULL-013,20230725-BULL-013-A
7/25/23 19:19,1.69E+12,9856453,7/25/23,19:19:13,FO,403,244,441,0,-,0.447,-,0.84,-,-,-,-,-,-,244,441,0.447,-,-,-,-,20230725-BULL-013,20230725-BULL-013-A
7/25/23 19:19,1.69E+12,9869172,7/25/23,19:19:26,FO,404,256,523,0,-,0.511,-,0.84,-,-,-,-,-,-,256,523,0.511,-,-,-,-,20230725-BULL-013,20230725-BULL-013-A
7/25/23 19:19,1.69E+12,9880597,7/25/23,19:19:37,FO,405,291,582,0,-,0.5,-,0.84,-,-,-,-,-,-,291,582,0.5,-,-,-,-,20230725-BULL-013,20230725-BULL-013-A
7/25/23 19:19,1.69E+12,9895163,7/25/23,19:19:52,FO,406,190,385,0,-,0.506,-,0.84,-,-,-,-,-,-,190,385,0.506,-,-,-,-,20230725-BULL-013,20230725-BULL-013-A
7/25/23 19:20,1.69E+12,9906491,7/25/23,19:20:03,FO,407,150,265,0,-,0.434,-,0.84,-,-,-,-,-,-,150,265,0.434,-,-,-,-,20230725-BULL-013,20230725-BULL-013-A
7/25/23 19:20,1.69E+12,9920547,7/25/23,19:20:17,FO,408,230,398,0,-,0.422,-,0.84,-,-,-,-,-,-,230,398,0.422,-,-,-,-,20230725-BULL-013,20230725-BULL-013-A
7/25/23 19:20,1.69E+12,9935289,7/25/23,19:20:32,FO,409,267,588,0,-,0.546,-,0.84,-,-,-,-,-,-,267,588,0.546,-,-,-,-,20230725-BULL-013,20230725-BULL-013-A
7/25/23 19:20,1.69E+12,9946812,7/25/23,19:20:43,FO,410,224,470,0,-,0.523,-,0.84,-,-,-,-,-,-,224,470,0.523,-,-,-,-,20230725-BULL-013,20230725-BULL-013-A
7/25/23 19:20,1.69E+12,9957658,7/25/23,19:20:54,FO,411,284,605,0,-,0.531,-,0.84,-,-,-,-,-,-,284,605,0.531,-,-,-,-,20230725-BULL-013,20230725-BULL-013-A
7/25/23 19:21,1.69E+12,9963666,7/25/23,19:21:00,FO,412,5,8,0,-,-,-,0.84,-,-,-,-,-,-,5,8,-,-,-,-,-,NA,NA
7/25/23 19:21,1.69E+12,9968150,7/25/23,19:21:05,FO,413,6,7,0,-,-,-,0.84,-,-,-,-,-,-,6,7,-,-,-,-,-,NA,NA
7/25/23 19:22,1.69E+12,10038507,7/25/23,19:22:15,FO,414,204,441,0,-,0.537,-,0.84,-,-,-,-,-,-,204,441,0.537,-,-,-,-,20230725-BULL-013,20230725-BULL-013-B
7/25/23 19:22,1.69E+12,10049223,7/25/23,19:22:26,FO,415,230,461,0,-,0.501,-,0.84,-,-,-,-,-,-,230,461,0.501,-,-,-,-,20230725-BULL-013,20230725-BULL-013-B
7/25/23 19:22,1.69E+12,10063758,7/25/23,19:22:40,FO,416,170,343,0,-,0.504,-,0.84,-,-,-,-,-,-,170,343,0.504,-,-,-,-,20230725-BULL-013,20230725-BULL-013-B
7/25/23 19:22,1.69E+12,10073420,7/25/23,19:22:50,FO,417,270,570,0,-,0.526,-,0.84,-,-,-,-,-,-,270,570,0.526,-,-,-,-,20230725-BULL-013,20230725-BULL-013-B
7/25/23 19:23,1.69E+12,10089620,7/25/23,19:23:06,FO,418,226,481,0,-,0.53,-,0.84,-,-,-,-,-,-,226,481,0.53,-,-,-,-,20230725-BULL-013,20230725-BULL-013-B
7/25/23 19:23,1.69E+12,10107221,7/25/23,19:23:24,FO,419,210,479,0,-,0.562,-,0.84,-,-,-,-,-,-,210,479,0.562,-,-,-,-,20230725-BULL-013,20230725-BULL-013-B
7/25/23 19:23,1.69E+12,10124316,7/25/23,19:23:41,FO,420,269,552,0,-,0.513,-,0.84,-,-,-,-,-,-,269,552,0.513,-,-,-,-,20230725-BULL-013,20230725-BULL-013-B
7/25/23 19:23,1.69E+12,10135085,7/25/23,19:23:52,FO,421,267,640,0,-,0.583,-,0.84,-,-,-,-,-,-,267,640,0.583,-,-,-,-,20230725-BULL-013,20230725-BULL-013-B
7/25/23 19:24,1.69E+12,10146511,7/25/23,19:24:03,FO,422,219,385,0,-,0.431,-,0.84,-,-,-,-,-,-,219,385,0.431,-,-,-,-,20230725-BULL-013,20230725-BULL-013-B
7/25/23 19:24,1.69E+12,10156569,7/25/23,19:24:13,FO,423,284,615,0,-,0.538,-,0.84,-,-,-,-,-,-,284,615,0.538,-,-,-,-,20230725-BULL-013,20230725-BULL-013-B
7/25/23 19:24,1.69E+12,10165002,7/25/23,19:24:21,FO,424,7,8,0,-,-,-,0.84,-,-,-,-,-,-,7,8,-,-,-,-,-,NA,NA
7/25/23 19:24,1.69E+12,10168968,7/25/23,19:24:25,FO,425,8,9,0,-,-,-,0.84,-,-,-,-,-,-,8,9,-,-,-,-,-,NA,NA
7/25/23 19:25,1.69E+12,10246873,7/25/23,19:25:43,FO,426,184,407,0,-,0.548,-,0.84,-,-,-,-,-,-,184,407,0.548,-,-,-,-,20230725-BULL-013,20230725-BULL-013-C
7/25/23 19:25,1.69E+12,10257272,7/25/23,19:25:54,FO,427,168,332,0,-,0.494,-,0.84,-,-,-,-,-,-,168,332,0.494,-,-,-,-,20230725-BULL-013,20230725-BULL-013-C
7/25/23 19:26,1.69E+12,10266370,7/25/23,19:26:03,FO,428,225,428,0,-,0.474,-,0.84,-,-,-,-,-,-,225,428,0.474,-,-,-,-,20230725-BULL-013,20230725-BULL-013-C
7/25/23 19:26,1.69E+12,10277612,7/25/23,19:26:14,FO,429,181,394,0,-,0.541,-,0.84,-,-,-,-,-,-,181,394,0.541,-,-,-,-,20230725-BULL-013,20230725-BULL-013-C
7/25/23 19:26,1.69E+12,10287304,7/25/23,19:26:24,FO,430,207,476,0,-,0.565,-,0.84,-,-,-,-,-,-,207,476,0.565,-,-,-,-,20230725-BULL-013,20230725-BULL-013-C
7/25/23 19:26,1.69E+12,10296988,7/25/23,19:26:33,FO,431,174,306,0,-,0.431,-,0.84,-,-,-,-,-,-,174,306,0.431,-,-,-,-,20230725-BULL-013,20230725-BULL-013-C
7/25/23 19:26,1.69E+12,10307261,7/25/23,19:26:44,FO,432,209,459,0,-,0.545,-,0.84,-,-,-,-,-,-,209,459,0.545,-,-,-,-,20230725-BULL-013,20230725-BULL-013-C
7/25/23 19:26,1.69E+12,10318396,7/25/23,19:26:55,FO,433,228,565,0,-,0.596,-,0.84,-,-,-,-,-,-,228,565,0.596,-,-,-,-,20230725-BULL-013,20230725-BULL-013-C
