specimen_ID,scientific_name,sp_code,maximum_height,total_dry,total_wet,total_dmc,total_volume,mass_to_height,thickness_mm_mean,sav_scaled,frond_area_scaled,sta_scaled,sap_mean,frond_peri_scaled
20230620-NAPL-001,Corallina officinalis,CO,8.3,3660,7746,0.47250193648334626,7.299999999999999,440.96385542168673,0.4166666666666667,14313.840000000006,8297515.199999998,11706.024339070173,0.7122849756057298,12160703.6
20230620-NAPL-002,Corallina officinalis,CO,7.5,1717,3137,0.5473382212304749,3.000000000000001,228.93333333333334,0.61,5363.874999999997,1337224.675,4010.6113140057237,0.5780735373503348,2367415.4749999996
20230620-NAPL-003,Rhodymenia californica,R,9,407,3813,0.1067400996590611,4,45.22222222222222,0.285,11580.2,15938149.350000003,10819.006608606558,2.7075996712809807,5818638
20230620-NAPL-004,Bossiella orbigniana,BO,8,5001,6512,0.7679668304668305,3.6000000000000005,625.125,0.9075,4762.44,6374271.2,5388.223710178527,0.7776781580845011,8972722
20230620-NAPL-005,Rhodymenia californica,R,14,1251,13241,0.09447926893739143,12,89.35714285714286,0.26,54182.825,123855320.925,41929.47426125831,2.689588763470493,46195862.85
20230620-NAPL-006,Dictyota binghamiae; Dictyota flabellata; Dictyota coriacea,DP,17,786,9433,0.08332449909890809,11,46.23529411764706,0.14,50960.600000000006,480711339.8,50960.6,3.414148181397935,140799787.9
20230620-NAPL-007,Bossiella orbigniana,BO,8,2275,4396,0.517515923566879,3.2,284.375,0.7225,6106.6666666666715,2244487.6999999997,5134.25160293388,1.2423711132813864,1791589.7999999998
20230620-NAPL-008,Dictyota binghamiae; Dictyota flabellata; Dictyota coriacea,DP,26,1952,19775,0.09871049304677623,21,75.07692307692308,0.195,101558.12916666668,994440256.25,101184.78020076019,3.6702210414108833,270724693.75
20230620-NAPL-009,Corallina officinalis,CO,8,5682,13677,0.4154419828909849,12.7,710.25,0.46,24721.29432234433,20826423.799999997,23437.24052300469,0.592140691052079,32346560.9
20230620-NAPL-010,Stephanocystis osmundacea,CYOS,36,14013,111471,0.12570982587399412,117,389.25,0.57,150064.07,979793861.925,143409.50956157228,4.942195599936299,195787664.4
20230620-NAPL-012,Stephanocystis osmundacea,CYOS,22,5196,7685,0.6761223162003903,39,236.1818181818182,0.435,30509.375,19081855,34196.68075153522,5.209282902137232,3800232.5
20230620-NAPL-013,Dictyota binghamiae; Dictyota flabellata; Dictyota coriacea,DP,26,1634,15650,0.10440894568690096,18,62.84615384615385,0.15,99580.30714285714,759711252.5,99592.07758733172,3.8354418743758805,195603872.5
20230620-NAPL-014,Bossiella orbigniana,BO,11,6650,9919,0.6704304869442484,7.2,604.5454545454545,0.825,11855.599999999999,8910568.333333334,10844.001687141517,0.8904692438858288,9732192.166666666
20230620-NAPL-015,Chondracanthus corymbiferus; Chondracanthus exasperatus,CC,30,7175,34868,0.20577606974876678,50,239.16666666666666,0.67,58542.787698412714,959379072.8000001,55181.72538351482,21.775437178170165,44052231.2
20230620-NAPL-016,Laminaria farlowii,LAFA,82,9873,122660,0.08049078754280124,133,120.40243902439025,0.9142857142857144,156823.17280000003,18078881932,168795.20294629395,44.094477352958776,410003316
20230620-NAPL-017,Stephanocystis osmundacea,CYOS,30,10705,99761,0.10730646244524414,108,356.8333333333333,0.46,162609.12,594086731.1,140213.16576179463,5.016242687352994,128152980.6
20230620-NAPL-018,Laminaria farlowii,LAFA,94,15484,139549,0.11095744147217107,238.6,164.72340425531914,0.8928571428571428,186383.90836363635,23982109665.6,281318.6943228671,42.43004221909487,565215314.7
20230620-NAPL-019,Rhodymenia californica,R,14,586,5878,0.09969377339231031,7.1,41.857142857142854,0.2366666666666667,19185.465090909092,32843912.8,18137.38391179077,2.8406365400696627,11077874.733333332
20230620-NAPL-020,Chondracanthus corymbiferus; Chondracanthus exasperatus,CC,34.1,2659,13560,0.1960914454277286,16,77.97653958944281,0.6799999999999999,23702.8,321409968,23702.8,16.0262339418526,20055240.000000004
20230620-NAPL-021,Bossiella orbigniana,BO,8,5729,8992,0.6371218861209964,8.599999999999998,716.125,0.4425,25533.36416666672,10722735.200000001,19618.26195951859,0.7269037026828469,14492856
20230620-NAPL-023,Laminaria farlowii,LAFA,116,19632,243604,0.08058980969113808,340,169.24137931034483,0.8214285714285715,311263.5138461539,72479814805.20001,342809.70019367343,48.22459763035481,1502963598.8
20230620-NAPL-024,Bossiella orbigniana,BO,10,7366,11834,0.6224438059827615,10.100000000000001,736.6,1.05,20267.33333333336,5091578.5,10842.88156897919,0.9745485469467869,5206368.3
20230620-NAPL-025,Chondracanthus corymbiferus; Chondracanthus exasperatus,CC,29.3,3582,18429,0.1943675728471431,20,122.25255972696246,0.52,33200.700000000004,611855700.3000001,33200.700000000004,15.035867940763557,40693074.89999999
20230620-NAPL-026,Laminaria farlowii,LAFA,117,90361,170815,0.5289992096712818,210,772.3162393162393,0.75,232736.43076923082,36915239606.00001,221865.21593764913,42.294537839794906,872813405.5
20230620-NAPL-027,Chondracanthus corymbiferus; Chondracanthus exasperatus,CC,35,9454,51836,0.18238289991511691,60,270.1142857142857,0.404,96697.26764705882,1594414884.6666665,108630.67796739285,25.098176391835366,61873177.46666667
20230620-NAPL-028,Dictyota binghamiae; Dictyota flabellata; Dictyota coriacea,DP,18,1434,13570,0.10567428150331613,17,79.66666666666667,0.16666666666666669,75284.89666666667,335827646,74674.12146574896,3.8799057463404023,86566277.75333335
20230620-NAPL-029,Dictyota binghamiae; Dictyota flabellata; Dictyota coriacea,DP,35,932,9010,0.10344062153163153,9,26.62857142857143,0.21000000000000002,38607.3,347851773,38607.3,4.374170084521085,79524062
20230620-NAPL-030,Laminaria farlowii,LAFA,124,18892,200595,0.09417981505022557,250,152.3548387096774,0.8857142857142857,284628.12499999994,54811179584.999985,297424.9110394099,42.455407085146035,1291029420.0000002
20230620-NAPL-031,Rhodymenia californica,R,13,343,3809,0.09004988185875558,5,26.384615384615383,0.26,12060.3,45937682.699999996,12060.299999999997,3.931766316750341,11683726.600000001
20230627-MOHK-003,Bossiella orbigniana,BO,7,2287,4559,0.5016450976091248,4.6,326.7142857142857,0.3333333333333333,8751.730000000001,3826596.6499999994,9893.490186549629,0.7178803534386172,5152011.925
20230627-MOHK-005,Corallina officinalis,CO,8,3415,8823,0.38705655672673694,8.899999999999997,426.875,0.48484848484848486,16477.46000000004,12233089.5,12255.315730098968,0.8775365782819842,14900502.974999998
20230627-MOHK-010,Gelidium spp.,GR,28,9518,35323,0.26945616170766923,35,339.92857142857144,1.075,35845.493055555555,179747267.025,36331.22709250539,0.8084471993817589,223641392.975
20230627-MOHK-011,Corallina officinalis,CO,10,7478,15799,0.47332109627191593,12,747.8,0.535,45184.200000000084,20194676.775,26514.452952049716,0.5624801667995348,35610551.025
20230627-MOHK-013,Dictyota binghamiae; Dictyota flabellata; Dictyota coriacea,DP,17,977,8937,0.10932080116370146,10,57.470588235294116,0.19,41700.54166666667,180080103.14999998,40303.730973120844,3.396785441478036,53000878.5
20230627-MOHK-014,Bossiella orbigniana,BO,8,9470,20438,0.46335257853018885,19.1,1183.75,0.3925,44727.89113095236,36610589.4,42879.31012758832,0.5702887324743695,65418972.300000004
20230627-MOHK-017,Bossiella orbigniana,BO,7,1857,3459,0.5368603642671292,3.500000000000001,265.2857142857143,0.42,7950.8187499999985,6477236.925,7425.54271060393,0.6876313399279215,9556092.825000001
20230627-MOHK-019,Gelidium spp.,GR,37,15783,61310,0.2574294568585875,60,426.56756756756755,1.1300000000000001,62507.737499999996,392869881.75,61471.76054764664,0.8224625246383777,474675814.75
20230627-MOHK-021,Gelidium spp.,GR,26,3727,14098,0.26436373953752307,14.6,143.34615384615384,0.9025,22110.970000000005,28743707.299999997,19695.058316332583,0.6679195830126273,42500535.7
20230627-MOHK-022,Corallina officinalis,CO,11,3404,8083,0.4211307682791043,6.800000000000001,309.45454545454544,0.5775,15599.936666666663,17732485.4,14192.876382385957,0.5621304741781654,31162187.825
20230627-MOHK-023,Bossiella orbigniana,BO,8,20113,42959,0.46819060033985893,35.8,2514.125,0.34,97958.19750000005,55355893.425000004,88883.40761916156,0.7131252868827154,78878093.875
20230711-NAPL-001,Bossiella orbigniana,BO,9,10497,15904,0.6600226358148893,21.200000000000003,1166.3333333333333,0.865,34826.12333333325,20638223.199999996,12400.064878584311,0.7453229771154227,27147332.800000004
20230711-NAPL-002,Bossiella orbigniana,BO,8.3,5394,7601,0.7096434679647415,5.8,649.8795180722891,0.85,12131.473333333335,5987687.75,9289.391322360656,0.8901573466974978,6851161.350000001
20230711-NAPL-003,Bossiella orbigniana,BO,10,10432,15473,0.6742066826084147,10.8,1043.2,0.9,16500.105000000003,33805023.575,13584.654370521801,0.7795309196895435,43445476.224999994
20230711-NAPL-004,Bossiella orbigniana,BO,7.5,2806,4105,0.6835566382460414,3.3,374.1333333333333,0.7925,5389.835,3559650.7500000005,4511.870470300924,0.7682965541973045,4737683.125
20230711-NAPL-005,Gelidium spp.,GR,32,15919,52774,0.30164474930837154,16,497.46875,1.54,14500.346666666666,164817160.04999998,50852.44213879202,0.8890395922364897,195327128.79999998
20230711-NAPL-006,Dictyota binghamiae; Dictyota flabellata; Dictyota coriacea,DP,21,2082,10121,0.2057108981325956,49,99.14285714285714,0.165,200724.58000000002,200475755.9,75180.88587587675,3.529763494739578,56744904.65
20230711-NAPL-007,Gelidium spp.,GR,29,21057,81223,0.2592492274355786,72,726.1034482758621,1.4975,62933.55,199404495.57500002,62769.89933577607,0.8067428024760329,256896165.55000004
20230711-NAPL-010,Pterygophora californica,PTCA,240,62085,494071,0.12566007719538286,568,258.6875,2.0260000000000002,939610.7647458456,60437136260.799995,968668.7172076008,32.94806536956088,1741896717.6
20230711-NAPL-011,Dictyota binghamiae; Dictyota flabellata; Dictyota coriacea,DP,19,825,6406,0.1287855135810178,9,43.421052631578945,0.14,35251.425,200729447.60000002,34104.28100263853,3.1827932960893857,63067070
20230711-NAPL-012,Gelidium spp.,GR,38,4826,17754,0.27182606736510084,178,127,1.6600000000000001,180111.62613636363,87976396.2,16226.963513470948,0.849265708604209,105911043.15
20230711-NAPL-013,Bossiella orbigniana,BO,11,20548,46923,0.43790891460477804,37.2,1868,0.7025,59892.85250000004,135009201.75,37581.96791855605,1.0395706973261807,127892155.725
20230711-NAPL-014,Rhodymenia californica,R,10.5,373,3669,0.10166257835922594,4,35.523809523809526,0.36,10950.8,40178485.199999996,10950.8,2.5141309089239385,15981063.299999999
20230711-NAPL-015,Pterygophora californica,PTCA,150,61985,474738,0.1305667547152324,431,413.23333333333335,2.088,895933.588106685,37758963331.65,1445812.9777306744,33.38366396588435,1077845155.2
20230711-NAPL-017,Rhodymenia californica,R,17,1758,12796,0.1373866833385433,17,103.41176470588235,0.3025,37736.493749999994,82766127.5,35858.18118965854,3.805094094675823,22391080.599999998
20230711-NAPL-018,Rhodymenia californica,R,17,1213,10532,0.11517280668439044,12,71.3529411764706,0.33,23475.466666666667,131608925.2,24325.420625641636,4.23273876774949,29773437.400000002
20230711-NAPL-019,Dictyota binghamiae; Dictyota flabellata; Dictyota coriacea,DP,29,3953,36009,0.10977811102779861,40,136.31034482758622,0.16333333333333333,144967.2803030303,1955738812.5,139553.90946485844,3.4370086541477685,580510691.4
20230711-NAPL-020,Dictyota binghamiae; Dictyota flabellata; Dictyota coriacea,DP,7,92,672,0.13690476190476192,1,13.142857142857142,0.1,4049.6,2721331.1999999997,4049.6,2.5076475323549445,1085212.8
20230711-NAPL-021,Pterygophora californica,PTCA,180,78657,652076,0.12062550990988781,789,436.98333333333335,2.1479999999999997,1510132.989623552,66242363102.5,1675718.0843284435,32.28415964923956,2014262764
20230731-CARP-001,Dictyota binghamiae; Dictyota flabellata; Dictyota coriacea,DP,27,1897,13846,0.13700707785642063,16,70.25925925925925,0.14333333333333334,43118.328888888886,110039238.86666667,61005.27987860872,2.9458317118825974,36144983
20230731-CARP-002,Dictyopteris undulata,DU,15,3006,19612,0.15327350601672446,20,200.4,0.1875,73192.83333333334,235660733.79999998,91211.30298735232,3.3582884681687646,67676109
20230731-CARP-003,Dictyopteris undulata,DU,12,1003,5180,0.19362934362934364,5.6,83.58333333333333,0.14705882352941177,17206.140000000014,14457120.999999998,30712.798371709665,3.426688799314421,4029651.4999999995
20230731-CARP-004,Dictyopteris undulata,DU,13,2475,15438,0.16031869413136415,15,190.3846153846154,0.17222222222222222,37325.137500000004,99178729.35,58185.207061377805,3.0728446077266085,30963224.700000003
20230731-CARP-005,Dictyota binghamiae; Dictyota flabellata; Dictyota coriacea,DP,22,1823,12669,0.14389454574157393,14,82.86363636363636,0.2,43151.418333333335,156442301.9,38347.851323070936,2.9672746166551036,50508769.2
20230731-CARP-006,Bossiella orbigniana,BO,4,1015,2538,0.39992119779353824,2.5,253.75,0.4346153846153846,3570.312500000005,579361.9500000001,4837.547290209791,0.4323383737321109,1300978.7999999998
20230731-CARP-007,Dictyota binghamiae; Dictyota flabellata; Dictyota coriacea,DP,20,2544,16917,0.15038127327540343,16,127.2,0.18,45163.200000000004,286509695.40000004,41508.37456647399,2.7484461466058647,104244245.7
20230731-CARP-008,Bossiella orbigniana,BO,4,1027,3027,0.3392798149983482,2.5,256.75,0.44,5455.000000000013,750847.35,4193.721807036973,0.8920901853456968,842641.125
20230731-CARP-009,Dictyota binghamiae; Dictyota flabellata; Dictyota coriacea,DP,18,1782,14815,0.1202834964562943,13,99,0.16,48437.60380952381,244841578.99999997,48789.263493859085,2.4426281433837853,99094078.16666666
20230731-CARP-010,Dictyota binghamiae; Dictyota flabellata; Dictyota coriacea,DP,20,1778,14168,0.12549407114624506,11,88.9,0.21000000000000002,56862.024999999994,335699425.59999996,45516.013374643,3.1282561409764864,105232111.59999998
20230731-CARP-011,Dictyopteris undulata,DU,16,3626,20640,0.17567829457364342,16.8,226.625,0.1925,60899.58000000001,111108732,98646.43799466493,2.682672349194697,40352748
20230731-CARP-012,Dictyopteris undulata,DU,25,13606,78489,0.1733491317254647,100,544.24,0.2675,301042.8333333333,914206514.1750001,258329.30359188275,3.446676751676803,261260447.625
20230731-CARP-013,Corallina officinalis,CO,8,13030,32415,0.40197439457041495,29,1628.75,0.5075,50564.943750000006,129907974.75,55391.86355197371,0.8844039041012395,142037667.74999997
20230731-CARP-014,Bossiella orbigniana,BO,8,9461,24570,0.38506308506308506,18,1182.625,0.4825,38264.70000000006,45089021.25000001,41634.42023227612,0.99015012964663085,42690989.25
20230731-CARP-015,Dictyopteris undulata,DU,17,4483,31400,0.14277070063694267,34,263.70588235294116,0.29250000000000004,94504.03214285715,290733385,88394.8300104904,2.951108850501981,97505634.99999999
20230731-CARP-017,Bossiella orbigniana,BO,7,5995,18404,0.32574440339056726,15.2,856.4285714285714,0.475,28244.260000000024,28354582.7,25884.621926530155,0.966135908004691,29903739.4
20230731-CARP-020,Dictyopteris undulata,DU,16,1766,11554,0.15284749870174832,13.399999999999999,110.375,0.1527777777777778,37586.19440476191,98536267.04999998,44618.723439587324,3.426907167730095,26743466.1
20230731-CARP-021,Corallina officinalis,CO,10,22937,59636,0.3846166744919176,26.4,2293.7,0.545,99240.24000000031,51761066.2,92586.54253801958,0.7336746161771469,69475940
20230807-MOHK-001,Rhodymenia californica,R,13,1327,6820,0.19457478005865103,8.6,102.07692307692308,0.13,37599.056666666715,17501938.666666668,41416.64901493382,2.495865966073795,6846370.666666667
20230807-MOHK-003,Corallina officinalis,CO,12,1915,4178,0.45835327908089996,4.299999999999999,159.58333333333334,0.4675,11069.705000000009,6212059.3,10023.204616845778,0.5092156992299268,12041309.35
20230807-MOHK-005,Bossiella orbigniana,BO,5,930,1711,0.54354178842782,1.3999999999999986,186,0.41250000000000003,4246.200000000011,518946.30000000005,4470.986816686981,0.7006862612082654,738296.5
20230807-MOHK-006,Rhodymenia californica,R,8,2448,9756,0.25092250922509224,9,306,0.26666666666666666,36067.5,39097170,29789.157328233727,2.805332418420951,14118558
20230807-MOHK-007,Dictyota binghamiae; Dictyota flabellata; Dictyota coriacea,DP,21,2362,17104,0.13809635173058935,18,112.47619047619048,0.25333333333333335,57032.79,163163608,61904.12047830989,3.0924564078365675,52241887.46666667
20230807-MOHK-012,Stephanocystis osmundacea,CYOS,39,7176,52817,0.13586534638468675,52,184,0.35,89638.46666666667,334171398.43333334,85083.79476459538,4.668309373304045,71589922.36666667
20230807-MOHK-013,Chondracanthus corymbiferus; Chondracanthus exasperatus,CC,22,1263,6241,0.20237141483736582,6.2,57.40909090909091,0.2015,17707.561666666665,49631552.5,16663.807201896525,14.260051813739341,3371076.15
20230807-MOHK-014,Dictyopteris undulata,DU,12,770,5266,0.14622104063805544,6.1,64.16666666666667,0.1642857142857143,16866.666363636363,25747404.866666667,17866.8147098899,4.2854425453849085,5763110.4
20230807-MOHK-015,Rhodymenia californica,R,6.5,581,3049,0.1905542800918334,4.000000000000001,89.38461538461539,0.19666666666666666,14491.222222222214,3623634.8666666676,15986.92498871434,1.3371412250182626,2706394.033333333
20230807-MOHK-016,Stephanocystis osmundacea,CYOS,43.5,21266,131170,0.1621254860105207,125,488.8735632183908,0.35,210059.72222222225,675149479.3333334,299306.6920175658,4.691846141556112,150823638.33333334
20230807-MOHK-017,Chondracanthus corymbiferus; Chondracanthus exasperatus,CC,14,1072,5542,0.1934319740166005,5.7,76.57142857142857,0.3433333333333334,14053.105192307688,22290847.666666664,13891.793967410043,7.490001110197352,2833439.8666666667
20230807-MOHK-018,Rhodymenia californica,R,6,179,963,0.18587746625129803,1.3999999999999986,29.833333333333332,0.2,4432.866666666678,445098.6,5946.323174603174,1.2499687272011917,352329.60000000003
20230807-MOHK-019,Bossiella orbigniana,BO,5.5,2384,6093,0.39126866896438534,6.3,433.45454545454544,0.43,13648.740000000016,3255692.9999999995,11804.055720202963,0.8919568943289309,3698451
20230807-MOHK-020,Chondracanthus corymbiferus; Chondracanthus exasperatus,CC,23,3556,16987,0.20933655148054395,23,154.6086956521739,0.5466666666666666,26235.895555555555,109841905.63333334,30053.56872403672,10.155860588913955,10066496.200000001
20230807-MOHK-023,Chondracanthus corymbiferus; Chondracanthus exasperatus,CC,55,12222,85804,0.1424409118456016,92,222.21818181818182,0.39,176975.87666666668,782117760.6666666,171595.56315000172,10.417926199956705,71217320
